,polymer,mean(ni),Median(ni),mean(nid),Median(nid)
54,PC,0.004175437,0.003724898,-0.223774112,-0.255965799
55,PC,0.004003569,0.003552463,-0.217996905,-0.250483347
56,PC,0.004050457,0.003599768,-0.222333793,-0.255155556
57,PC,0.004079859,0.003561619,-0.219030701,-0.251841846
58,PC,0.0041986,0.003744735,-0.231743737,-0.265812574
59,PC,0.00397731,0.003528047,-0.216735888,-0.249393832
60,PC,0.003623551,0.00317097,-0.17927856,-0.208641273
61,PC,0.004282919,0.003834768,-0.24209186,-0.275862068
62,PC,0.00418615,0.003737106,-0.231569867,-0.264592799
63,PC,0.004530062,0.004094183,-0.263158119,-0.297977527
64,PC,0.004251458,0.003801196,-0.239019516,-0.272521883
65,PC,0.004150796,0.003700482,-0.231402914,-0.264613201
66,PC,0.003947074,0.003497528,-0.213812399,-0.245865075
67,PC,0.004105337,0.003656229,-0.227342369,-0.260353816
68,PC,0.003850638,0.003399866,-0.203889059,-0.235329703
69,PC,0.00392577,0.003474638,-0.211674576,-0.243616374
70,PC,0.004254966,0.003805774,-0.239420214,-0.27306273
71,PC,0.003955107,0.003503632,-0.214977891,-0.247184986
72,PC,0.00414532,0.003694378,-0.230931375,-0.264150942
73,PC,0.004086872,0.003637917,-0.225718076,-0.258729317
74,PC,0.004053577,0.003604346,-0.223024473,-0.255656652
75,PC,0.004381587,0.003933956,-0.251584879,-0.285974498
76,PC,0.004185785,0.00373558,-0.234497951,-0.267789244
77,PC,0.0039275,0.003476164,-0.211505683,-0.243616653
78,PC,0.003935548,0.003483794,-0.213864355,-0.246084056
79,PC,0.004049247,0.003599768,-0.224478005,-0.257348529
80,PC,0.004097853,0.003645547,-0.228087017,-0.261271047
81,PC,0.00388663,0.003433437,-0.20860355,-0.240439024
82,PC,0.005529431,0.005090643,-0.330865132,-0.365957445
83,PC,0.004004301,0.003553989,-0.221228758,-0.25406618
84,PC,0.004075359,0.003624184,-0.225361633,-0.258422982
85,PC,0.004579098,0.004126228,-0.268668635,-0.303782956
86,PC,0.00463042,0.004184215,-0.275876501,-0.311421527
87,PC,0.0053493,0.004918208,-0.325018733,-0.360666041
88,PC,0.005622582,0.005195935,-0.335560341,-0.370711591
89,PC,0.004644308,0.004197949,-0.274404426,-0.309614248
90,PC,0.004902516,0.004429897,-0.290878367,-0.326398936
91,PC,0.004157892,0.003683697,-0.2304556,-0.264532709
92,PC,0.004087885,0.003637917,-0.227640875,-0.260628465
93,PC,0.003971709,0.003520418,-0.215459376,-0.247789471
94,PC,0.003954829,0.003506684,-0.214788978,-0.247198028
95,PC,0.004038176,0.003590612,-0.213549093,-0.245233968
96,PC,0.005633149,0.005195935,-0.337653899,-0.372820295
97,PC,0.005169101,0.004736617,-0.307822299,-0.343166856
98,PC,0.00437923,0.00393243,-0.256721332,-0.29169784
99,PC,0.004087105,0.003636391,-0.225751871,-0.258652667
100,PE,0.004179017,0.00372795,-0.205427232,-0.235247835
101,PE,0.003952129,0.00350058,-0.191738944,-0.220905547
102,PE,0.003808885,0.003357138,-0.170858327,-0.197860962
103,PE,0.003714288,0.003261002,-0.159465082,-0.185424863
104,PE,0.003987199,0.00336782,-0.172065064,-0.201033591
105,PE,0.007917945,0.004013306,-0.210266207,-0.236330772
106,PE,0.004027837,0.003541781,-0.188991061,-0.218126887
107,PE,0.003686666,0.003233535,-0.15650084,-0.182116041
108,PE,0.003851972,0.003401392,-0.168138293,-0.194699286
109,PE,0.003922996,0.003471586,-0.175053641,-0.202059517
110,PE,0.004229774,0.003779833,-0.195635613,-0.223835753
111,PE,0.003841761,0.003363242,-0.171311142,-0.199013041
112,PE,0.003745847,0.003293048,-0.161238374,-0.187125748
113,PE,0.00389009,0.003442593,-0.175209802,-0.204072958
114,PE,0.003817141,0.003393762,-0.164525489,-0.192907801
115,PE,0.003924689,0.00347769,-0.175320343,-0.202797202
116,PE,0.003774761,0.003322041,-0.166042393,-0.192517569
117,PE,0.00369709,0.003245743,-0.158055523,-0.183727923
118,PE,0.004120141,0.003666911,-0.199644197,-0.229146989
119,PE,0.003769167,0.003315937,-0.163418174,-0.189591077
120,PE,0.003779539,0.003326619,-0.16837733,-0.195240193
121,PE,0.00392359,0.003471586,-0.176707486,-0.20391705
122,PE,0.003729472,0.003276262,-0.161575288,-0.187610102
123,PE,0.003949188,0.003497528,-0.19393785,-0.223402
124,PE,0.003593174,0.00314045,-0.147669078,-0.172279792
125,PE,0.003812125,0.003346457,-0.160329613,-0.186190182
126,PE,0.003923623,0.003471586,-0.189939417,-0.219108572
127,PE,0.004204711,0.003756943,-0.210873758,-0.241223896
128,PE,0.00389131,0.003427333,-0.178136129,-0.206221998
129,PE,0.003900345,0.003450223,-0.18424495,-0.212680876
130,PE,0.003717741,0.00326558,-0.163949616,-0.19039451
131,PE,0.003881161,0.003428859,-0.175962529,-0.203463203
132,PE,0.003774416,0.003323567,-0.166279866,-0.192815899
133,PE,0.004011134,0.003555515,-0.188553837,-0.217391304
134,PE,0.004414826,0.003967527,-0.225401466,-0.257057949
135,PE,0.003873674,0.003421229,-0.175568482,-0.202891898
136,PE,0.003674861,0.003221327,-0.150457393,-0.175024581
137,PE,0.003784457,0.003331197,-0.163774123,-0.190034947
138,PE,0.003980061,0.003474638,-0.180016983,-0.20856269
139,PE,0.00372107,0.00327321,-0.161589291,-0.187643772
140,PE,0.003739014,0.003279314,-0.159147162,-0.185362927
141,PE,0.003673934,0.003221327,-0.158135858,-0.183982683
142,PE,0.004300225,0.003639443,-0.190124373,-0.220873786
143,PE,0.004440124,0.003575352,-0.189703676,-0.220833333
144,PE,0.003788,0.003337301,-0.166095162,-0.192452829
145,PE,0.003701232,0.003248794,-0.157724396,-0.183246073
146,PE,0.003786946,0.003335775,-0.16692385,-0.193531823
147,PE,0.003888983,0.003409022,-0.180040607,-0.208347622
148,PE,0.003796487,0.003346457,-0.172281525,-0.199496802
149,PE,0.003990191,0.003479216,-0.177347076,-0.205513784
150,PP,0.003649443,0.003181652,-0.15882096,-0.187499999
151,PP,0.003889528,0.003434963,-0.202712273,-0.233892938
152,PP,0.003814424,0.003366294,-0.196141396,-0.227097598
153,PP,0.00382498,0.003373924,-0.199956878,-0.231190901
154,PP,0.004025338,0.003576878,-0.219646018,-0.252315873
155,PP,0.003878358,0.003425807,-0.204125259,-0.235455981
156,PP,0.003857856,0.00340597,-0.200825298,-0.231809394
157,PP,0.004022282,0.003573827,-0.219134336,-0.251374167
158,PP,0.00380083,0.003338827,-0.19628481,-0.227155379
159,PP,0.003696423,0.003239639,-0.181342478,-0.210676981
160,PP,0.004038822,0.003573827,-0.217149943,-0.249617151
161,PP,0.003968473,0.003502106,-0.205095532,-0.236904761
162,PP,0.004016578,0.003561619,-0.210016062,-0.243167483
163,PP,0.0039184,0.00347006,-0.204036147,-0.235173059
164,PP,0.003926161,0.003465483,-0.20782787,-0.239949748
165,PP,0.004017004,0.003564671,-0.210591204,-0.243208279
166,PP,0.003717514,0.003267106,-0.178997464,-0.207620908
167,PP,0.003891425,0.003378502,-0.194490202,-0.2264491
168,PP,0.003707402,0.003259476,-0.184884165,-0.214639961
169,PP,0.003760442,0.003308307,-0.191312325,-0.221639155
170,PP,0.003619864,0.003166392,-0.173365447,-0.201631437
171,PP,0.003701528,0.003244217,-0.180852086,-0.210221793
172,PP,0.004265116,0.003788989,-0.230089023,-0.264915471
173,PP,0.004103439,0.003624184,-0.217508593,-0.250757739
174,PP,0.003996832,0.003537203,-0.200659311,-0.231569755
175,PP,0.003716732,0.003235061,-0.177697551,-0.207177261
176,PP,0.004245962,0.003665385,-0.223058231,-0.25844022
177,PP,0.003910901,0.003460905,-0.200897795,-0.232133541
178,PP,0.003886383,0.003442593,-0.204212659,-0.236270753
179,PP,0.003816902,0.003293048,-0.183937019,-0.214859013
180,PP,0.003739673,0.003291522,-0.19119524,-0.221674876
181,PP,0.003737282,0.00328847,-0.185513258,-0.215502054
182,PP,0.003713641,0.003261002,-0.179980759,-0.208865262
183,PP,0.005373707,0.004109443,-0.254680212,-0.296625227
184,PP,0.003899044,0.003442593,-0.206120126,-0.23803446
185,PP,0.003963128,0.00350821,-0.210629252,-0.242663656
186,PP,0.004013907,0.003560093,-0.211011448,-0.243057828
187,PP,0.005572423,0.003711164,-0.209893685,-0.241035167
188,PP,0.00386452,0.003412073,-0.203463333,-0.235096366
189,PP,0.003852946,0.003404444,-0.198714222,-0.229651162
190,PP,0.003862764,0.00336019,-0.19289708,-0.224675324
191,PP,0.003750283,0.003300678,-0.186035914,-0.215800319
192,PP,0.003741359,0.00328847,-0.188887988,-0.218922445
193,PP,0.003829175,0.003376976,-0.198318061,-0.229183211
194,PP,0.004023611,0.003575352,-0.214455354,-0.246305418
195,PP,0.003938494,0.003486846,-0.210542439,-0.242346467
196,PP,0.004103153,0.003615028,-0.216443294,-0.250483558
197,PP,0.003944292,0.003494476,-0.211479444,-0.24339207
198,PP,0.004055967,0.003598242,-0.221957599,-0.254917867
199,PP,0.003909086,0.00339071,-0.189471173,-0.221409141
200,PS,0.00396684,0.003514314,-0.215199145,-0.247557002
201,PS,0.003924997,0.003473112,-0.210929169,-0.243067471
202,PS,0.004030374,0.003578404,-0.220857629,-0.253639508
203,PS,0.004082544,0.003561619,-0.221708629,-0.254994683
204,PS,0.003936471,0.003480742,-0.211548229,-0.243746177
205,PS,0.003808741,0.003358664,-0.198104058,-0.228943575
206,PS,0.004299113,0.003851553,-0.24056052,-0.274209011
207,PS,0.004052836,0.003601294,-0.221486461,-0.254278728
208,PS,0.003974503,0.003524995,-0.216639484,-0.249002848
209,PS,0.00480318,0.004127754,-0.25618488,-0.294155844
210,PS,0.003855478,0.003402918,-0.201584524,-0.232704402
211,PS,0.004027579,0.003578404,-0.219317451,-0.251932622
212,PS,0.004063949,0.003616554,-0.223114316,-0.25599039
213,PS,0.004032765,0.003575352,-0.219310186,-0.2523265
214,PS,0.003964975,0.003517366,-0.21307227,-0.245067496
215,PS,0.003946756,0.00349295,-0.210093782,-0.241972217
216,PS,0.003943611,0.003488372,-0.206602478,-0.238260119
217,PS,0.004132167,0.003682171,-0.226853986,-0.259602621
218,PS,0.004621216,0.004178111,-0.272582465,-0.307665258
219,PS,0.004361057,0.003915644,-0.252583949,-0.287513905
220,PS,0.003850048,0.00339071,-0.198088226,-0.229208924
221,PS,0.003996883,0.003544833,-0.219698322,-0.252525252
222,PS,0.003745855,0.003294574,-0.192912924,-0.22348571
223,PS,0.003979155,0.003528047,-0.217483027,-0.250076533
224,PS,0.003851873,0.003401392,-0.202691124,-0.234021361
225,PS,0.004025005,0.003576878,-0.220012107,-0.252589837
226,PS,0.004088298,0.003637917,-0.22790096,-0.261078483
227,PS,0.003892577,0.003441067,-0.206401572,-0.237924865
228,PS,0.003773803,0.003322041,-0.193763172,-0.224249242
229,PS,0.0037981,0.003343405,-0.195983332,-0.227010569
230,PS,0.004207676,0.003756943,-0.236001628,-0.26934378
231,PS,0.003862258,0.003412073,-0.205400078,-0.237066937
232,PS,0.003861175,0.003410548,-0.205662778,-0.237296036
233,PS,0.003826984,0.003373924,-0.19989759,-0.230905076
234,PS,0.004257399,0.003785937,-0.234966726,-0.26861145
235,PS,0.003920858,0.003465483,-0.209662843,-0.24166239
236,PS,0.004006366,0.003557041,-0.217870135,-0.250325379
237,PS,0.004078758,0.003628762,-0.222712868,-0.255307253
238,PS,0.003914276,0.003459379,-0.208359427,-0.240153087
239,PS,0.003934361,0.003474638,-0.209208107,-0.240985047
240,PS,0.003821875,0.003369346,-0.199993623,-0.231069857
241,PS,0.003841514,0.003389184,-0.200397814,-0.231475786
242,PS,0.003913236,0.003462431,-0.209643608,-0.241566681
243,PS,0.004050038,0.003604346,-0.226598047,-0.259668507
244,PS,0.004171137,0.003721846,-0.232608781,-0.265750285
245,PS,0.003952052,0.003494476,-0.20937155,-0.241379309
246,PS,0.004172226,0.003721846,-0.236315758,-0.270180295
247,PS,0.003928941,0.00347006,-0.210734372,-0.243167483
248,PS,0.004076504,0.00362571,-0.227333838,-0.260560037
249,PS,0.005854313,0.003560093,-0.20643887,-0.236120997
250,POM,0.020785681,0.020844778,-0.353928764,-0.381397527
251,POM,0.013881805,0.012934139,-0.291379578,-0.317540321
252,POM,0.013182682,0.012238296,-0.28476993,-0.311711711
253,POM,0.015766894,0.014881279,-0.322317326,-0.34741476
254,POM,0.013466391,0.012519075,-0.289270299,-0.31610775
255,POM,0.014078538,0.013135567,-0.294984163,-0.321041214
256,POM,0.012894134,0.011951413,-0.280403165,-0.307901906
257,POM,0.01436161,0.01342245,-0.302561578,-0.328656232
258,POM,0.013225563,0.012274919,-0.285045973,-0.312049432
259,POM,0.013907251,0.013001282,-0.291912021,-0.318369757
260,POM,0.013967007,0.013019593,-0.292634371,-0.318854885
261,POM,0.013503338,0.012555698,-0.287276352,-0.313888888
262,POM,0.014180512,0.013111152,-0.301206202,-0.327635326
263,POM,0.012139398,0.011188427,-0.267992849,-0.29605263
264,POM,0.013574164,0.012635049,-0.293072195,-0.319771707
265,POM,0.013870642,0.012952451,-0.292432211,-0.319148935
266,POM,0.014673426,0.013660502,-0.302342705,-0.327827943
267,POM,0.014394859,0.01345297,-0.299228166,-0.325012001
268,POM,0.012523978,0.011572972,-0.280743951,-0.308887507
269,POM,0.013555019,0.012555698,-0.291145242,-0.317893949
270,POM,0.012855389,0.011902582,-0.279546107,-0.306843266
271,POM,0.013425708,0.012451932,-0.289876228,-0.317323308
272,POM,0.01388967,0.01199414,-0.290088961,-0.316046966
273,POM,0.013450683,0.012506867,-0.289485607,-0.316320474
274,POM,0.013656754,0.012720503,-0.290454421,-0.316957584
275,POM,0.014779611,0.013843618,-0.309359922,-0.335296591
276,POM,0.012874783,0.011878166,-0.280000481,-0.30834003
277,POM,0.020133088,0.017121406,-0.322806162,-0.345164473
278,POM,0.013744483,0.012805957,-0.290765728,-0.317186771
279,POM,0.014754482,0.013654398,-0.302212819,-0.327918781
280,POM,0.013207186,0.012268815,-0.284612136,-0.31151515
281,POM,0.014819686,0.013855826,-0.307874633,-0.333333332
282,POM,0.012087137,0.011133492,-0.265328056,-0.29317269
283,POM,0.013689185,0.012757126,-0.294460352,-0.321243522
284,POM,0.012519603,0.011566868,-0.274727828,-0.30232558
285,POM,0.012627958,0.011682842,-0.277082672,-0.304705881
286,POM,0.012442931,0.011493621,-0.274482678,-0.302351316
287,POM,0.015465147,0.014228163,-0.306101423,-0.332294988
288,POM,0.014624854,0.013611671,-0.306288453,-0.332740608
289,POM,0.012185498,0.011231154,-0.26897846,-0.29702043
290,POM,0.012217612,0.011273881,-0.27618368,-0.304745568
291,POM,0.014778701,0.013843618,-0.311819758,-0.337868479
292,POM,0.01497739,0.013251541,-0.304614713,-0.333065809
293,POM,0.013283497,0.012342062,-0.290872892,-0.318454467
294,POM,0.015111466,0.012458036,-0.298503136,-0.326844261
295,POM,0.013088036,0.012146737,-0.284014447,-0.311125077
296,POM,0.014009657,0.013074528,-0.298069577,-0.324324323
297,POM,0.013986638,0.012720503,-0.299816318,-0.326676745
298,POM,0.012669691,0.011725569,-0.279803386,-0.307480736
299,POM,0.013293741,0.01235427,-0.288622031,-0.315646994
300,PVC,0.055804395,0.055142526,-0.343056472,-0.350890536
301,PVC,0.048827718,0.048055912,-0.341119878,-0.348647938
302,PVC,0.063299218,0.062723555,-0.328654752,-0.336959695
303,PVC,0.059593496,0.059067326,-0.331806661,-0.339539065
304,PVC,0.056300816,0.05566746,-0.333173852,-0.340645232
305,PVC,0.063843209,0.063285113,-0.321828787,-0.329966807
306,PVC,0.06960555,0.068931209,-0.304647885,-0.313812154
307,PVC,0.055475054,0.054812916,-0.334528385,-0.3419983
308,PVC,0.062055701,0.06156992,-0.324844478,-0.332806872
309,PVC,0.052235506,0.051510712,-0.332653039,-0.340061032
310,PVC,0.066399143,0.065830434,-0.316943698,-0.325482718
311,PVC,0.053183774,0.052493438,-0.342132915,-0.349811377
312,PVC,0.068297082,0.067856925,-0.30423306,-0.312726819
313,PVC,0.055078667,0.054434475,-0.338065441,-0.345658892
314,PVC,0.062237037,0.061685894,-0.319086923,-0.326962338
315,PVC,0.048406611,0.047744613,-0.346053638,-0.353840358
316,PVC,0.061894962,0.061337972,-0.312033683,-0.319544268
317,PVC,0.064982445,0.064432644,-0.311552414,-0.319449447
318,PVC,0.07279823,0.072282244,-0.298842969,-0.308045882
319,PVC,0.064969374,0.064444851,-0.318832131,-0.327108674
320,PVC,0.073840563,0.073527437,-0.292742159,-0.301886791
321,PVC,0.063680203,0.063089788,-0.321336757,-0.32940667
322,PVC,0.061032781,0.060336935,-0.321116238,-0.328807572
323,PVC,0.045588253,0.044869682,-0.348930478,-0.35686381
324,PVC,0.064881387,0.064341085,-0.315029206,-0.323202091
325,PVC,0.042294455,0.041549167,-0.349127262,-0.357567077
326,PVC,0.050073971,0.049270585,-0.344412859,-0.352179041
327,PVC,0.075780518,0.075285357,-0.287386013,-0.296757287
328,PVC,0.06756688,0.067008484,-0.309845392,-0.318314294
329,PVC,0.043545369,0.042910334,-0.352030809,-0.360329973
330,PVC,0.040970892,0.040236831,-0.365043879,-0.374246661
331,PVC,0.0517361,0.051101752,-0.346331806,-0.354114029
332,PVC,0.047418988,0.046761887,-0.355545,-0.363636362
333,PVC,0.058839133,0.058218885,-0.337068703,-0.344813572
334,PVC,0.059220398,0.058694989,-0.334050595,-0.341801152
335,PVC,0.045899204,0.045141305,-0.352657899,-0.360672385
336,PVC,0.064443389,0.063810047,-0.322737211,-0.330859739
337,PVC,0.054200355,0.053622658,-0.341142822,-0.348765431
338,PVC,0.037867317,0.037105536,-0.357485309,-0.36695197
339,PVC,0.052377815,0.05177318,-0.346221064,-0.354024072
340,PVC,0.050204362,0.049539156,-0.344314821,-0.352020201
341,PVC,0.055876164,0.045742538,-0.338401794,-0.361507709
342,PVC,0.065703101,0.065256668,-0.315807259,-0.324110671
343,PVC,0.053972372,0.05339071,-0.337068332,-0.344459436
344,PVC,0.059165291,0.058670573,-0.327250861,-0.334704932
345,PVC,0.049713291,0.048977599,-0.339450556,-0.346898022
346,PVC,0.058767031,0.058102912,-0.328505522,-0.336007032
347,PVC,0.063214772,0.062601477,-0.321281508,-0.329131457
348,PVC,0.055430257,0.054776292,-0.331682832,-0.338925443
349,PVC,0.053640671,0.053024477,-0.336390859,-0.343690007
350,PET,0.066282055,0.065588186,-0.439618379,-0.449149608
351,PET,0.094665294,0.094696103,-0.400104041,-0.410139177
352,PET,0.089079117,0.088782961,-0.409810643,-0.419645885
353,PET,0.063155447,0.062450406,-0.441692576,-0.451290292
354,PET,0.096712912,0.096136239,-0.399901608,-0.410080358
355,PET,0.119358711,0.120437344,-0.345360995,-0.355533966
356,PET,0.066843395,0.066656366,-0.441625728,-0.451275841
357,PET,0.098933186,0.103098486,-0.391675048,-0.402887395
358,PET,0.076086321,0.076441662,-0.430594188,-0.440019518
359,PET,0.095862029,0.096117164,-0.397979334,-0.408026583
360,PET,0.069813964,0.068993011,-0.437732637,-0.447155425
361,PET,0.071881895,0.07138688,-0.43566486,-0.445142329
362,PET,0.097387531,0.097109046,-0.398471037,-0.408829529
363,PET,0.066102405,0.065559574,-0.438750911,-0.448245867
364,PET,0.081965599,0.081563206,-0.422877615,-0.432547721
365,PET,0.060565381,0.059827641,-0.443714403,-0.453769805
366,PET,0.097769408,0.09770036,-0.396894788,-0.407275453
367,PET,0.0779065,0.077166499,-0.429206698,-0.438848912
368,PET,0.10290347,0.102697919,-0.38701601,-0.397567806
369,PET,0.086404551,0.085797778,-0.418363128,-0.428377766
370,PET,0.072270177,0.071959119,-0.434586816,-0.444087302
371,PET,0.091817071,0.091453412,-0.406519802,-0.416449499
372,PET,0.060069738,0.059341238,-0.44289705,-0.45286539
373,PET,0.097344392,0.096822926,-0.396253609,-0.406459369
374,PET,0.101949095,0.101715574,-0.387541698,-0.397984395
375,PET,0.101316477,0.101114723,-0.389068961,-0.399456692
376,PET,0.113557152,0.113312962,-0.36042824,-0.370844626
377,PET,0.080957284,0.080638085,-0.420733411,-0.430259779
378,PET,0.082413445,0.082030535,-0.421125852,-0.430673032
379,PET,0.097654042,0.097442852,-0.395593816,-0.405840897
380,PET,0.092232953,0.091806293,-0.406011636,-0.415975459
381,PET,0.080384766,0.079779726,-0.426785104,-0.436420445
382,PET,0.089157532,0.090051425,-0.407457615,-0.417167669
383,PET,0.114271855,0.11420947,-0.359931998,-0.370411477
384,PET,0.07123285,0.071510865,-0.437528681,-0.447161469
385,PET,0.139365214,0.140437115,-0.277834225,-0.285559599
386,PET,0.127625726,0.128334249,-0.3197937,-0.32949767
387,PET,0.082157541,0.081820714,-0.421666123,-0.431336229
388,PET,0.111170519,0.110632973,-0.363998327,-0.374489137
389,PET,0.097515202,0.097261643,-0.397881152,-0.408101611
390,PET,0.088896299,0.0887162,-0.410338019,-0.420092342
391,PET,0.066269156,0.065874306,-0.438160267,-0.447601459
392,PET,0.079234784,0.078959516,-0.427089589,-0.436741666
393,PET,0.097370432,0.097576375,-0.396622384,-0.406815652
394,PET,0.063580034,0.062994033,-0.444604168,-0.454389238
395,PET,0.083654701,0.083461133,-0.421951831,-0.43166441
396,PET,0.08355249,0.083852164,-0.422043946,-0.43180029
397,PET,0.091019065,0.090938397,-0.409216545,-0.419203752
398,PET,0.077706374,0.077214185,-0.427053901,-0.436558589
399,PET,0.071300514,0.071081685,-0.432359788,-0.441665054
400,PU,0.029973159,0.030424068,-0.393215337,-0.41473559
401,PU,0.036519156,0.035459775,-0.42135633,-0.436988123
402,PU,0.029125295,0.028011124,-0.393859558,-0.413147285
403,PU,0.036999577,0.035965254,-0.41235391,-0.427289047
404,PU,0.030413866,0.029403574,-0.400846336,-0.419401895
405,PU,0.037973043,0.036966673,-0.413294178,-0.427616368
406,PU,0.034045398,0.032970533,-0.40907323,-0.425123761
407,PU,0.036542842,0.035536074,-0.407631133,-0.422297296
408,PU,0.03504361,0.034000565,-0.407294401,-0.422979796
409,PU,0.038213694,0.037214643,-0.409518176,-0.423578507
410,PU,0.035964344,0.034877999,-0.408182071,-0.423379745
411,PU,0.033891959,0.032865623,-0.404231489,-0.420083183
412,PU,0.031563932,0.030481292,-0.404813159,-0.422680411
413,PU,0.028909578,0.027801303,-0.392006306,-0.411138722
414,PU,0.045987607,0.045073399,-0.431256085,-0.443461005
415,PU,0.035208612,0.034143624,-0.405517078,-0.420964124
416,PU,0.035363567,0.034334371,-0.408067414,-0.423657568
417,PU,0.032933105,0.031845129,-0.39998146,-0.416401778
418,PU,0.081475033,0.080771608,-0.424881135,-0.434546782
419,PU,0.036236568,0.035164118,-0.411161042,-0.426315788
420,PU,0.031688122,0.030729262,-0.397617351,-0.414983712
421,PU,0.040517939,0.039503601,-0.405757838,-0.418644496
422,PU,0.033250991,0.032283846,-0.40310296,-0.419735334
423,PU,0.028861527,0.027801303,-0.395936885,-0.415395068
424,PU,0.036560726,0.035516999,-0.41205381,-0.427176581
425,PU,0.043823662,0.042956113,-0.430904399,-0.44380994
426,PU,0.038616294,0.037643823,-0.40965886,-0.423673484
427,PU,0.034779417,0.033819355,-0.404211449,-0.419933181
428,PU,0.031628363,0.030691113,-0.398605927,-0.416316018
429,PU,0.041021385,0.040142602,-0.414381363,-0.427401891
430,PU,0.034570867,0.033561848,-0.402940547,-0.418430458
431,PU,0.039967957,0.038931362,-0.411163195,-0.424650512
432,PU,0.037528915,0.036499344,-0.405730911,-0.420002404
433,PU,0.038113352,0.037147882,-0.411186112,-0.425573061
434,PU,0.034386224,0.033313877,-0.403197687,-0.41909385
435,PU,0.038257133,0.036928523,-0.411373976,-0.425649529
436,PU,0.03219059,0.031167979,-0.399404102,-0.416283649
437,PU,0.026559303,0.025426509,-0.387007225,-0.407974223
438,PU,0.030751192,0.029794604,-0.39700567,-0.415181327
439,PU,0.033004983,0.031930965,-0.410907429,-0.427733819
440,PU,0.036463595,0.035412089,-0.409699569,-0.424551739
441,PU,0.038109943,0.037109733,-0.410644975,-0.424649702
442,PU,0.032931148,0.031892816,-0.404005794,-0.420803781
443,PU,0.034189099,0.033084981,-0.405258692,-0.421208529
444,PU,0.030426171,0.029317738,-0.39476084,-0.412737292
445,PU,0.040256166,0.039207944,-0.410286407,-0.423359527
446,PU,0.034400041,0.033390176,-0.399736185,-0.414979408
447,PU,0.029468999,0.028354468,-0.394352509,-0.413058418
