,polymer,mean(ni),Median(ni),mean(nid),Median(nid)
293,POM,0.013205393,0.012262711,-0.29727535,-0.325884543
294,POM,0.014976153,0.012372581,-0.30407193,-0.33274179
295,POM,0.012995046,0.012049075,-0.291100242,-0.319257836
296,POM,0.013885528,0.012952451,-0.3070506,-0.334468084
297,POM,0.013862173,0.012604529,-0.306882777,-0.334854013
298,POM,0.012628465,0.011682842,-0.287206227,-0.315861598
299,POM,0.013196316,0.012256607,-0.29631683,-0.324384786
300,PVC,0.055412144,0.054751877,-0.358319978,-0.367774823
301,PVC,0.048345081,0.047579808,-0.356406008,-0.365683244
302,PVC,0.062686808,0.062107062,-0.344029245,-0.353588946
303,PVC,0.058922332,0.058389794,-0.348012016,-0.357221608
304,PVC,0.055928093,0.055295123,-0.34876808,-0.357842083
305,PVC,0.063255651,0.062699139,-0.3373996,-0.346846015
306,PVC,0.068913903,0.068235366,-0.320332432,-0.330431627
307,PVC,0.054931183,0.054263566,-0.350212279,-0.359302991
308,PVC,0.0615031,0.061008362,-0.340385466,-0.349699305
309,PVC,0.051813771,0.051095648,-0.348358303,-0.357434467
310,PVC,0.065706516,0.065140695,-0.332743424,-0.34239232
311,PVC,0.05262389,0.051944088,-0.357949566,-0.367265572
312,PVC,0.067681155,0.067234328,-0.319886849,-0.32943837
313,PVC,0.054568028,0.053921748,-0.353565319,-0.362852223
314,PVC,0.061631942,0.061075505,-0.334695503,-0.343878051
315,PVC,0.047939987,0.047274614,-0.361853773,-0.371436161
316,PVC,0.061274901,0.060715376,-0.327832082,-0.336712309
317,PVC,0.064444929,0.063889398,-0.327139529,-0.33628451
318,PVC,0.071951948,0.071427699,-0.31494242,-0.324884081
319,PVC,0.064252607,0.063730696,-0.334933321,-0.344481616
320,PVC,0.073051983,0.072733932,-0.308845903,-0.318756244
321,PVC,0.063022597,0.062430568,-0.337240217,-0.346651224
322,PVC,0.0604386,0.059738754,-0.33672077,-0.345812816
323,PVC,0.045142881,0.044417994,-0.364107593,-0.373947495
324,PVC,0.064238849,0.063694073,-0.331013782,-0.340427625
325,PVC,0.042082645,0.041335531,-0.364191809,-0.37441353
326,PVC,0.049563879,0.048763963,-0.359609407,-0.369169368
327,PVC,0.074865618,0.07436367,-0.303654199,-0.313613997
328,PVC,0.066962867,0.066404199,-0.325969533,-0.335545467
329,PVC,0.043182292,0.042544101,-0.367591527,-0.37773792
330,PVC,0.040801059,0.040059818,-0.379203364,-0.390159842
331,PVC,0.051315747,0.050686687,-0.361620102,-0.37115072
332,PVC,0.047066236,0.046413966,-0.370861383,-0.380738801
333,PVC,0.058289654,0.057669535,-0.352920736,-0.362218741
334,PVC,0.058605602,0.058078496,-0.350026939,-0.359288217
335,PVC,0.045540422,0.044778124,-0.367861091,-0.377672867
336,PVC,0.063767486,0.063132515,-0.339033148,-0.348460296
337,PVC,0.053730211,0.053152658,-0.356691208,-0.366035502
338,PVC,0.037631337,0.036867485,-0.372552619,-0.383831737
339,PVC,0.051890019,0.051284868,-0.362161991,-0.37169787
340,PVC,0.04987984,0.049209546,-0.35995897,-0.369463264
341,PVC,0.055460609,0.045351889,-0.352865679,-0.378590095
342,PVC,0.065034724,0.064579137,-0.332325268,-0.34179825
343,PVC,0.053512217,0.052932918,-0.35345377,-0.362498111
344,PVC,0.058600363,0.058102912,-0.343359443,-0.352380964
345,PVC,0.049335046,0.048605262,-0.355498212,-0.364727366
346,PVC,0.05824291,0.057577977,-0.344621354,-0.353686098
347,PVC,0.062606174,0.061991088,-0.337555419,-0.346788996
348,PVC,0.054896917,0.05423915,-0.347883357,-0.356806979
349,PVC,0.053183676,0.052560581,-0.352434525,-0.361474859
350,PET,0.066005177,0.065311603,-0.455002731,-0.466666674
351,PET,0.094362854,0.094390908,-0.41501816,-0.426278278
352,PET,0.088790187,0.088487304,-0.424680445,-0.436046206
353,PET,0.062937899,0.062231047,-0.456534566,-0.468300305
354,PET,0.096042943,0.095459089,-0.415114761,-0.426347065
355,PET,0.118533405,0.119588522,-0.3592592,-0.369412284
356,PET,0.066630261,0.066446545,-0.456587961,-0.468400951
357,PET,0.098259588,0.102402261,-0.406870003,-0.418882838
358,PET,0.075779413,0.07612693,-0.445854475,-0.457362414
359,PET,0.095224865,0.095468626,-0.41332328,-0.424509276
360,PET,0.069577825,0.068754578,-0.452549042,-0.464118619
361,PET,0.071624795,0.071119835,-0.450695354,-0.462238891
362,PET,0.096674073,0.096384209,-0.413586301,-0.424850616
363,PET,0.065766578,0.06521623,-0.45405543,-0.465716846
364,PET,0.081663139,0.081258011,-0.438208594,-0.449707278
365,PET,0.060373282,0.059636895,-0.45831438,-0.470492089
366,PET,0.09728913,0.097213957,-0.411703688,-0.423055677
367,PET,0.077498262,0.076765931,-0.444085764,-0.45566583
368,PET,0.102253918,0.102039843,-0.401949981,-0.413147285
369,PET,0.086000687,0.085397211,-0.433374387,-0.444967905
370,PET,0.071954921,0.071644387,-0.449904481,-0.461478002
371,PET,0.091332447,0.090967008,-0.421901252,-0.433210179
372,PET,0.059908796,0.059188641,-0.457641709,-0.469742444
373,PET,0.096844187,0.096317448,-0.411268475,-0.42251056
374,PET,0.10132636,0.101086111,-0.402565515,-0.413733084
375,PET,0.100759397,0.100542483,-0.403957305,-0.415061971
376,PET,0.112812711,0.11256905,-0.374940725,-0.38546799
377,PET,0.080643766,0.080313816,-0.436192565,-0.447622494
378,PET,0.081978278,0.081591818,-0.436559552,-0.447967512
379,PET,0.097017611,0.096794314,-0.410611708,-0.421803765
380,PET,0.091762533,0.09131989,-0.420984108,-0.432348029
381,PET,0.080156823,0.07955083,-0.441444361,-0.453025374
382,PET,0.088845902,0.089736694,-0.422734332,-0.434035732
383,PET,0.113755403,0.113684917,-0.373324274,-0.383870694
384,PET,0.071032452,0.071301044,-0.45222081,-0.463901301
385,PET,0.138296329,0.139340322,-0.291322679,-0.298976194
386,PET,0.126830908,0.127523576,-0.333035233,-0.342461629
387,PET,0.081634983,0.081286623,-0.437078344,-0.448587076
388,PET,0.110458364,0.109917674,-0.378426295,-0.38908644
389,PET,0.097045604,0.096784777,-0.412403602,-0.423626346
390,PET,0.088498145,0.088306095,-0.425372755,-0.436667564
391,PET,0.06607108,0.065674022,-0.453498234,-0.465150206
392,PET,0.078917318,0.078635247,-0.442160657,-0.453704875
393,PET,0.096816003,0.097013673,-0.411670447,-0.422900762
394,PET,0.063385457,0.062803287,-0.459321167,-0.47124276
395,PET,0.083282554,0.08307964,-0.43707786,-0.448599205
396,PET,0.083043839,0.083327611,-0.437457958,-0.44900339
397,PET,0.090350872,0.090270784,-0.424788646,-0.436248707
398,PET,0.077410817,0.076928066,-0.442371045,-0.453800884
399,PET,0.071062842,0.070833715,-0.447108065,-0.458559061
400,PU,0.029873011,0.030328694,-0.404893122,-0.427957006
401,PU,0.036346064,0.035288104,-0.432294825,-0.449550976
402,PU,0.028984782,0.027868064,-0.404716366,-0.425481601
403,PU,0.036730151,0.035698209,-0.424361179,-0.440957445
404,PU,0.030267676,0.029260514,-0.412548589,-0.432605903
405,PU,0.037712491,0.036709165,-0.426343535,-0.442405707
406,PU,0.033845455,0.032760712,-0.421177513,-0.438986555
407,PU,0.036352812,0.03533579,-0.421443903,-0.437949915
408,PU,0.034833264,0.033790743,-0.419298756,-0.436668593
409,PU,0.037966172,0.036966673,-0.422946435,-0.438831407
410,PU,0.03571257,0.034620491,-0.420587281,-0.437403007
411,PU,0.033686031,0.032665339,-0.417903923,-0.435443395
412,PU,0.03129993,0.030223784,-0.415714126,-0.435143768
413,PU,0.028833308,0.027725005,-0.404329455,-0.424982052
414,PU,0.045688777,0.044768205,-0.443944364,-0.458081243
415,PU,0.034974556,0.033905191,-0.417808424,-0.435015522
416,PU,0.035175871,0.034143624,-0.420733392,-0.437932479
417,PU,0.032744359,0.03166392,-0.412597625,-0.430621272
418,PU,0.080982305,0.080285204,-0.440026656,-0.451622101
419,PU,0.035974378,0.034906611,-0.42383781,-0.440747884
420,PU,0.03156274,0.030595739,-0.41031712,-0.429347824
421,PU,0.040291389,0.039284243,-0.420108709,-0.434782607
422,PU,0.03304331,0.032074025,-0.416126649,-0.434368293
423,PU,0.02873347,0.027658243,-0.406179387,-0.427132302
424,PU,0.03627647,0.03523088,-0.424018119,-0.440904733
425,PU,0.043555059,0.042689068,-0.444244167,-0.459012744
426,PU,0.038368713,0.037386315,-0.42289902,-0.438632318
427,PU,0.034551172,0.03359046,-0.416565397,-0.433929111
428,PU,0.031432544,0.030481292,-0.40977184,-0.429055217
429,PU,0.040715856,0.03982787,-0.427776364,-0.442784965
430,PU,0.03441371,0.033399713,-0.41595384,-0.433202905
431,PU,0.039703992,0.038664317,-0.424287576,-0.439573479
432,PU,0.03728877,0.036270448,-0.419269099,-0.435286991
433,PU,0.037816771,0.036852225,-0.42429623,-0.440450001
434,PU,0.034143454,0.033065907,-0.415546689,-0.433038346
435,PU,0.038038514,0.036718702,-0.424192316,-0.44014175
436,PU,0.032074382,0.031043994,-0.411609967,-0.430073941
437,PU,0.026451351,0.025312061,-0.396972538,-0.41935486
438,PU,0.03054766,0.02959432,-0.409182079,-0.428877768
439,PU,0.032831974,0.031759293,-0.422803322,-0.441365978
440,PU,0.036267726,0.035202268,-0.421480278,-0.438160183
441,PU,0.037860332,0.036852225,-0.424072701,-0.439861638
442,PU,0.032694957,0.031654383,-0.416578452,-0.434927696
443,PU,0.033991453,0.032894235,-0.417461448,-0.435055257
444,PU,0.030351869,0.029241439,-0.40765149,-0.427230045
445,PU,0.040016026,0.038969511,-0.42410361,-0.439018593
446,PU,0.034254558,0.033247116,-0.413406625,-0.430463583
447,PU,0.029317436,0.028201871,-0.40607765,-0.426447904
