,polymer,mean(nid),Median(nid),IQR(nid),Range(nid)
295,PET,-0.43707786,-0.448599205,0.123869661,1.070563911
296,PET,-0.437457958,-0.44900339,0.123270944,1.063928328
297,PET,-0.424788646,-0.436248707,0.126586506,1.060892925
298,PET,-0.442371045,-0.453800884,0.122156536,1.063308928
299,PET,-0.447108065,-0.458559061,0.119693883,1.066003927
300,POM,-0.363008068,-0.391541608,0.176381715,1.547263382
301,POM,-0.299579293,-0.326833796,0.203344516,1.602907552
302,POM,-0.291460274,-0.31949017,0.211110394,1.61736328
303,POM,-0.329279463,-0.355393209,0.185577364,1.564561618
304,POM,-0.297399954,-0.325254792,0.207320171,1.61429577
305,POM,-0.302796887,-0.330009065,0.201573662,1.611217013
306,POM,-0.28740992,-0.315818892,0.215604426,1.634488217
307,POM,-0.310179253,-0.337392985,0.198279391,1.59134556
308,POM,-0.291780056,-0.319734828,0.210553961,1.619773716
309,POM,-0.300252205,-0.327814568,0.20546768,1.612036241
310,POM,-0.300741742,-0.328087642,0.202626623,1.609058651
311,POM,-0.294304084,-0.321862347,0.207959091,1.612054932
312,POM,-0.308216591,-0.335650446,0.202276254,1.602121078
313,POM,-0.27517797,-0.304022838,0.227004458,1.656198324
314,POM,-0.30055712,-0.328358208,0.205416973,1.603644417
315,POM,-0.299964136,-0.327731091,0.205045965,1.599703894
316,POM,-0.310203009,-0.336842104,0.196052794,1.592192234
317,POM,-0.30746635,-0.334332271,0.19697799,1.59880699
318,POM,-0.285921488,-0.314902224,0.222159869,1.648571934
319,POM,-0.297448114,-0.325287986,0.208282314,1.623134568
320,POM,-0.286724889,-0.315083198,0.215444813,1.631985073
321,POM,-0.296549366,-0.324927254,0.211469571,1.624616487
322,POM,-0.296260981,-0.323189287,0.219042285,1.639864558
323,POM,-0.295934666,-0.323888616,0.208943486,1.62422331
324,POM,-0.298878011,-0.326518339,0.205206297,1.612890759
325,POM,-0.317284499,-0.344410875,0.195121927,1.583788945
326,POM,-0.286098193,-0.315406161,0.221061924,1.638210678
327,POM,-0.333703677,-0.358223538,0.167636813,1.531635174
328,POM,-0.298601115,-0.326021933,0.205574557,1.61149624
329,POM,-0.31031849,-0.337169159,0.195449146,1.583312074
330,POM,-0.291536272,-0.319554848,0.211452134,1.620897036
331,POM,-0.315900222,-0.342517813,0.192226106,1.579639426
332,POM,-0.272251982,-0.301103281,0.226909186,1.649162475
333,POM,-0.302430853,-0.330270545,0.205054636,1.621656866
334,POM,-0.281490285,-0.310028891,0.220831262,1.632087235
335,POM,-0.28420765,-0.312855516,0.22028492,1.635765311
336,POM,-0.280841413,-0.309426821,0.221184931,1.644745047
337,POM,-0.315230423,-0.342857142,0.192498722,1.604207332
338,POM,-0.314555223,-0.342167164,0.200003967,1.579661231
339,POM,-0.275392361,-0.304265827,0.226746574,1.656492876
340,POM,-0.281078193,-0.310391826,0.226479936,1.656772334
341,POM,-0.320118399,-0.347457626,0.195077396,1.577079435
342,POM,-0.313011084,-0.342394144,0.204330783,1.597418656
343,POM,-0.29727535,-0.325884543,0.211166906,1.618076432
344,POM,-0.30407193,-0.33274179,0.213330054,1.619507722
345,POM,-0.291100242,-0.319257836,0.212564476,1.627850896
346,POM,-0.3070506,-0.334468084,0.200861299,1.593558238
347,POM,-0.306882777,-0.334854013,0.204425398,1.620199343
348,POM,-0.287206227,-0.315861598,0.217867423,1.636660361
349,POM,-0.29631683,-0.324384786,0.209201545,1.614390547
350,PP,-0.159546584,-0.188289322,0.385259273,1.825095791
351,PP,-0.201953778,-0.232916985,0.345804728,1.752038799
352,PP,-0.195253675,-0.226035502,0.352267913,1.757976603
353,PP,-0.198853968,-0.22991212,0.352130051,1.760523577
354,PP,-0.218874494,-0.251464853,0.332633786,1.743179354
355,PP,-0.203725403,-0.235008103,0.345785702,1.74754646
356,PP,-0.200419362,-0.23135135,0.347645222,1.756262278
357,PP,-0.219586089,-0.252072968,0.330078406,1.730591775
358,PP,-0.196425834,-0.227242076,0.351809563,1.756148394
359,PP,-0.180401152,-0.209586705,0.363527115,1.771802827
360,PP,-0.21748938,-0.249999999,0.333353929,1.744139472
361,PP,-0.2051799,-0.237008147,0.340977653,1.767016906
362,PP,-0.209604034,-0.242667643,0.342318592,1.756099163
363,PP,-0.204503115,-0.235858771,0.341666467,1.741782403
364,PP,-0.207230704,-0.239316238,0.343355788,1.757231922
365,PP,-0.209999706,-0.242516798,0.337811579,1.749669089
366,PP,-0.179345931,-0.208255159,0.360078152,1.767483761
367,PP,-0.194183254,-0.225851856,0.354708931,1.755876262
368,PP,-0.184199842,-0.213862846,0.361825144,1.771021099
369,PP,-0.190510565,-0.220588234,0.356741417,1.759152417
370,PP,-0.173174073,-0.201293974,0.370265974,1.775755191
371,PP,-0.179384155,-0.208459214,0.362901444,1.774684302
372,PP,-0.230851504,-0.265636496,0.323953357,1.733308043
373,PP,-0.217362315,-0.250701152,0.335061194,1.747046008
374,PP,-0.201115886,-0.232201023,0.336029746,1.746910783
375,PP,-0.177239273,-0.206642066,0.366923372,1.77784951
376,PP,-0.223800276,-0.259384368,0.33577249,1.763501492
377,PP,-0.199913514,-0.231008355,0.342900303,1.752698145
378,PP,-0.203620822,-0.23555003,0.344926656,1.75106041
379,PP,-0.184200854,-0.215094339,0.363463397,1.771051379
380,PP,-0.189490054,-0.219743993,0.356067613,1.762103396
381,PP,-0.185958991,-0.215953307,0.359802686,1.760225075
382,PP,-0.179923238,-0.208890752,0.360787854,1.766211591
383,PP,-0.256835749,-0.299133045,0.301494296,1.717121196
384,PP,-0.206447269,-0.238442821,0.344748522,1.762149034
385,PP,-0.21017526,-0.242067945,0.338680661,1.73561537
386,PP,-0.21160167,-0.243779687,0.334496057,1.747586933
387,PP,-0.211385286,-0.242817423,0.335065739,1.743448408
388,PP,-0.202672659,-0.2340192,0.346998278,1.745532478
389,PP,-0.198706923,-0.229604219,0.347738911,1.750871122
390,PP,-0.193259402,-0.224965706,0.356134769,1.755526081
391,PP,-0.184527689,-0.214027424,0.357014366,1.767593539
392,PP,-0.189576746,-0.219547775,0.357661726,1.75960137
393,PP,-0.198593536,-0.229383557,0.349658835,1.747959043
394,PP,-0.215520783,-0.247513165,0.330633231,1.736036519
395,PP,-0.210878477,-0.2427695,0.339855563,1.745397748
396,PP,-0.217025485,-0.251132465,0.334967451,1.75513295
397,PP,-0.211362222,-0.243107769,0.337218816,1.743643929
398,PP,-0.222069003,-0.255095737,0.330865394,1.737005596
399,PP,-0.18992421,-0.221785513,0.360123677,1.782363676
400,PS,-0.215931648,-0.248358861,0.33722221,1.743018446
401,PS,-0.210769186,-0.242798353,0.339820645,1.744056916
402,PS,-0.222461376,-0.255439542,0.332435918,1.730793701
403,PS,-0.223489525,-0.256889763,0.336393432,1.732343068
404,PS,-0.211875414,-0.244212204,0.340607046,1.738994595
405,PS,-0.197719714,-0.228758169,0.350903326,1.754019359
406,PS,-0.241988759,-0.275763746,0.310171183,1.707082369
407,PS,-0.222349572,-0.255185285,0.329680175,1.727376593
408,PS,-0.21794594,-0.250519534,0.333273467,1.73098063
409,PS,-0.258269827,-0.296553283,0.296844148,1.703842221
410,PS,-0.201847043,-0.232913997,0.345518896,1.760129968
411,PS,-0.220704639,-0.253376995,0.331494209,1.733224826
412,PS,-0.224206117,-0.257182421,0.326294388,1.718356077
413,PS,-0.219931889,-0.253075243,0.332751,1.740270843
414,PS,-0.213269026,-0.245364851,0.336218515,1.73492779
415,PS,-0.210350266,-0.242157477,0.339153393,1.748515044
416,PS,-0.207984848,-0.239766081,0.338398848,1.742069616
417,PS,-0.228954319,-0.261931395,0.322190317,1.71958218
418,PS,-0.27374428,-0.309213699,0.290332153,1.67255422
419,PS,-0.253908125,-0.288908969,0.307341168,1.697012564
420,PS,-0.199034594,-0.230035756,0.353592594,1.748397493
421,PS,-0.220024321,-0.252894304,0.334472605,1.728922903
422,PS,-0.193032979,-0.223529411,0.357455228,1.763384114
423,PS,-0.218140005,-0.250768892,0.335971802,1.739305847
424,PS,-0.203771197,-0.235353534,0.347357889,1.752458279
425,PS,-0.221096818,-0.253825619,0.331640105,1.727898698
426,PS,-0.228540063,-0.26172591,0.326447066,1.729794349
427,PS,-0.20799356,-0.239935587,0.34309514,1.750873775
428,PS,-0.193991507,-0.224553839,0.353904947,1.744882955
429,PS,-0.1964842,-0.227459809,0.353123809,1.76214608
430,PS,-0.237477471,-0.271214641,0.317136484,1.711464069
431,PS,-0.205496933,-0.237168438,0.345513239,1.755264362
432,PS,-0.206058097,-0.237601349,0.344689673,1.745860186
433,PS,-0.200970281,-0.232028053,0.348338467,1.750325646
434,PS,-0.237703517,-0.271624898,0.315243474,1.719367038
435,PS,-0.210138418,-0.242174036,0.341102201,1.744635048
436,PS,-0.218695795,-0.251243093,0.332817229,1.736753497
437,PS,-0.224651289,-0.25743542,0.327252909,1.727557198
438,PS,-0.210069674,-0.242246813,0.34069123,1.743172086
439,PS,-0.210546771,-0.242548517,0.33916264,1.745825135
440,PS,-0.200275885,-0.231274638,0.34857805,1.749287974
441,PS,-0.201235924,-0.232369419,0.34694959,1.753275269
442,PS,-0.210972023,-0.242970741,0.340720927,1.748729127
443,PS,-0.227059461,-0.260297239,0.327285326,1.722526401
444,PS,-0.23452419,-0.26815728,0.319848201,1.722247089
445,PS,-0.210835515,-0.243046606,0.343318823,1.747486617
446,PS,-0.237692286,-0.271794871,0.320799728,1.71769634
447,PS,-0.210585414,-0.24297602,0.34170239,1.75198025
448,PS,-0.228501246,-0.261916713,0.327182647,1.721165587
449,PS,-0.208004666,-0.237744537,0.361179169,1.761018364
450,PU,-0.404893122,-0.427957006,0.146738932,1.526751732
451,PU,-0.432294825,-0.449550976,0.131199922,1.324442057
452,PU,-0.404716366,-0.425481601,0.145790832,1.446725415
453,PU,-0.424361179,-0.440957445,0.131261308,1.315963332
454,PU,-0.412548589,-0.432605903,0.143057867,1.405992432
455,PU,-0.426343535,-0.442405707,0.129847842,1.325918743
456,PU,-0.421177513,-0.438986555,0.135197381,1.357269341
457,PU,-0.421443903,-0.437949915,0.131920964,1.34748265
458,PU,-0.419298756,-0.436668593,0.134498694,1.342663461
459,PU,-0.422946435,-0.438831407,0.130022417,1.316566191
460,PU,-0.420587281,-0.437403007,0.13320633,1.341158971
461,PU,-0.417903923,-0.435443395,0.135421181,1.369547428
462,PU,-0.415714126,-0.435143768,0.14070198,1.375949591
