,polymer,mean(ni),standard_deviation(ni),Median(ni),mean(nid),standard_deviation(nid),Median(nid)
45,PA,0.009586001,0.003605155,0.008405563,-0.269872542,0.210956803,-0.30127142
46,PA,0.010300784,0.002986749,0.009507654,-0.289239493,0.195200939,-0.319002534
47,PA,0.009350714,0.002806001,0.008587832,-0.267479292,0.205924485,-0.297331044
48,PA,0.008271659,0.002826813,0.007485741,-0.23619015,0.225661668,-0.266177858
49,PA,0.009886114,0.003622983,0.008952369,-0.278730919,0.201699638,-0.308878255
50,PC,0.004009222,0.001643595,0.003557041,-0.218488044,0.261731039,-0.2509925
51,PC,0.00399729,0.001642737,0.003543307,-0.215698692,0.261729659,-0.247804877
52,PC,0.003988876,0.00163618,0.003538729,-0.217855361,0.262311254,-0.25042493
53,PC,0.003815921,0.001638978,0.003363242,-0.199164845,0.271195248,-0.23035952
54,PC,0.004175437,0.00163819,0.003724898,-0.223774112,0.252570732,-0.255965799
55,PC,0.004003569,0.001634775,0.003552463,-0.217996905,0.260994411,-0.250483347
56,PC,0.004050457,0.001635873,0.003599768,-0.222333793,0.259098752,-0.255155556
57,PC,0.004079859,0.002004385,0.003561619,-0.219030701,0.261352318,-0.251841846
58,PC,0.0041986,0.001658508,0.003744735,-0.231743737,0.254015129,-0.265812574
59,PC,0.00397731,0.00163415,0.003528047,-0.216735888,0.26279334,-0.249393832
60,PC,0.003623551,0.001643218,0.00317097,-0.17927856,0.28223947,-0.208641273
61,PC,0.004282919,0.001628568,0.003834768,-0.24209186,0.248106949,-0.275862068
62,PC,0.00418615,0.00163364,0.003737106,-0.231569867,0.252596242,-0.264592799
63,PC,0.004530062,0.001634252,0.004094183,-0.263158119,0.237953286,-0.297977527
64,PC,0.004251458,0.001632007,0.003801196,-0.239019516,0.249652852,-0.272521883
65,PC,0.004150796,0.001631245,0.003700482,-0.231402914,0.254032163,-0.264613201
66,PC,0.003947074,0.001626158,0.003497528,-0.213812399,0.262634571,-0.245865075
67,PC,0.004105337,0.001635756,0.003656229,-0.227342369,0.256265914,-0.260353816
68,PC,0.003850638,0.001637712,0.003399866,-0.203889059,0.268976733,-0.235329703
69,PC,0.00392577,0.001635396,0.003474638,-0.211674576,0.265031,-0.243616374
70,PC,0.004254966,0.001630823,0.003805774,-0.239420214,0.249378043,-0.27306273
71,PC,0.003955107,0.001635438,0.003503632,-0.214977891,0.263458302,-0.247184986
72,PC,0.00414532,0.001631137,0.003694378,-0.230931375,0.254331297,-0.264150942
73,PC,0.004086872,0.001633313,0.003637917,-0.225718076,0.257216979,-0.258729317
74,PC,0.004053577,0.001632186,0.003604346,-0.223024473,0.258360371,-0.255656652
75,PC,0.004381587,0.001620598,0.003933956,-0.251584879,0.244115948,-0.285974498
76,PC,0.004185785,0.001631428,0.00373558,-0.234497951,0.252289968,-0.267789244
77,PC,0.0039275,0.001636839,0.003476164,-0.211505683,0.265093729,-0.243616653
78,PC,0.003935548,0.001635424,0.003483794,-0.213864355,0.26472637,-0.246084056
79,PC,0.004049247,0.001627683,0.003599768,-0.224478005,0.258195628,-0.257348529
80,PC,0.004097853,0.001635773,0.003645547,-0.228087017,0.256508323,-0.261271047
81,PC,0.00388663,0.001637455,0.003433437,-0.20860355,0.267209652,-0.240439024
82,PC,0.005529431,0.001610873,0.005090643,-0.330865132,0.206670788,-0.365957445
83,PC,0.004004301,0.001632546,0.003553989,-0.221228758,0.261127801,-0.25406618
84,PC,0.004075359,0.001634263,0.003624184,-0.225361633,0.257771827,-0.258422982
85,PC,0.004579098,0.001634322,0.004126228,-0.268668635,0.236729643,-0.303782956
86,PC,0.00463042,0.001624056,0.004184215,-0.275876501,0.234813408,-0.311421527
87,PC,0.0053493,0.001613394,0.004918208,-0.325018733,0.210962829,-0.360666041
88,PC,0.005622582,0.001613149,0.005195935,-0.335560341,0.204330035,-0.370711591
89,PC,0.004644308,0.001620848,0.004197949,-0.274404426,0.233841435,-0.309614248
90,PC,0.004902516,0.001695275,0.004429897,-0.290878367,0.225785016,-0.326398936
91,PC,0.004157892,0.001688749,0.003683697,-0.2304556,0.256085691,-0.264532709
92,PC,0.004087885,0.001627959,0.003637917,-0.227640875,0.256169569,-0.260628465
93,PC,0.003971709,0.001636778,0.003520418,-0.215459376,0.262612906,-0.247789471
94,PC,0.003954829,0.0016356,0.003506684,-0.214788978,0.263700745,-0.247198028
95,PC,0.004038176,0.001637026,0.003590612,-0.213549093,0.258650507,-0.245233968
96,PC,0.005633149,0.001612706,0.005195935,-0.337653899,0.204207159,-0.372820295
97,PC,0.005169101,0.001616412,0.004736617,-0.307822299,0.216423662,-0.343166856
98,PC,0.00437923,0.001626464,0.00393243,-0.256721332,0.244416505,-0.29169784
99,PC,0.004087105,0.001632969,0.003636391,-0.225751871,0.256890511,-0.258652667
100,PE,0.004179017,0.001633168,0.00372795,-0.205427232,0.250771746,-0.235247835
101,PE,0.003952129,0.001638423,0.00350058,-0.191738944,0.261721084,-0.220905547
102,PE,0.003808885,0.001638215,0.003357138,-0.170858327,0.268924139,-0.197860962
103,PE,0.003714288,0.001640959,0.003261002,-0.159465082,0.27455788,-0.185424863
104,PE,0.003987199,0.002187349,0.00336782,-0.172065064,0.269339014,-0.201033591
105,PE,0.007917945,0.011930635,0.004013306,-0.210266207,0.247210489,-0.236330772
106,PE,0.004027837,0.001749506,0.003541781,-0.188991061,0.259857001,-0.218126887
107,PE,0.003686666,0.001640198,0.003233535,-0.15650084,0.276081263,-0.182116041
108,PE,0.003851972,0.001632641,0.003401392,-0.168138293,0.265916099,-0.194699286
109,PE,0.003922996,0.001636302,0.003471586,-0.175053641,0.262478341,-0.202059517
110,PE,0.004229774,0.001630747,0.003779833,-0.195635613,0.247069709,-0.223835753
111,PE,0.003841761,0.001693232,0.003363242,-0.171311142,0.268988682,-0.199013041
112,PE,0.003745847,0.001638937,0.003293048,-0.161238374,0.272324574,-0.187125748
113,PE,0.00389009,0.001658668,0.003442593,-0.175209802,0.266929637,-0.204072958
114,PE,0.003817141,0.001664405,0.003393762,-0.164525489,0.273027606,-0.192907801
115,PE,0.003924689,0.001637115,0.00347769,-0.175320343,0.262540531,-0.202797202
116,PE,0.003774761,0.001639185,0.003322041,-0.166042393,0.270966798,-0.192517569
117,PE,0.00369709,0.00164344,0.003245743,-0.158055523,0.275549641,-0.183727923
118,PE,0.004120141,0.001640736,0.003666911,-0.199644197,0.253134926,-0.229146989
119,PE,0.003769167,0.001640322,0.003315937,-0.163418174,0.271097329,-0.189591077
120,PE,0.003779539,0.001643484,0.003326619,-0.16837733,0.270803982,-0.195240193
121,PE,0.00392359,0.001636276,0.003471586,-0.176707486,0.26240054,-0.20391705
122,PE,0.003729472,0.001639592,0.003276262,-0.161575288,0.273460696,-0.187610102
123,PE,0.003949188,0.001634471,0.003497528,-0.19393785,0.261898219,-0.223402
124,PE,0.003593174,0.001634533,0.00314045,-0.147669078,0.280509856,-0.172279792
125,PE,0.003812125,0.001688544,0.003346457,-0.160329613,0.274338938,-0.186190182
126,PE,0.003923623,0.001635988,0.003471586,-0.189939417,0.263380132,-0.219108572
127,PE,0.004204711,0.001621049,0.003756943,-0.210873758,0.248029927,-0.241223896
128,PE,0.00389131,0.001660669,0.003427333,-0.178136129,0.264491899,-0.206221998
129,PE,0.003900345,0.001628119,0.003450223,-0.18424495,0.263044426,-0.212680876
130,PE,0.003717741,0.001637694,0.00326558,-0.163949616,0.274211897,-0.19039451
131,PE,0.003881161,0.001641185,0.003428859,-0.175962529,0.265262084,-0.203463203
132,PE,0.003774416,0.00163797,0.003323567,-0.166279866,0.27072029,-0.192815899
133,PE,0.004011134,0.001666469,0.003555515,-0.188553837,0.258891889,-0.217391304
134,PE,0.004414826,0.001660361,0.003967527,-0.225401466,0.243969485,-0.257057949
135,PE,0.003873674,0.001637391,0.003421229,-0.175568482,0.265331119,-0.202891898
136,PE,0.003674861,0.001640505,0.003221327,-0.150457393,0.276165763,-0.175024581
137,PE,0.003784457,0.001635902,0.003331197,-0.163774123,0.269845672,-0.190034947
138,PE,0.003980061,0.001820099,0.003474638,-0.180016983,0.263170594,-0.20856269
139,PE,0.00372107,0.001622734,0.00327321,-0.161589291,0.271207173,-0.187643772
140,PE,0.003739014,0.001656527,0.003279314,-0.159147162,0.273995392,-0.185362927
141,PE,0.003673934,0.001638285,0.003221327,-0.158135858,0.276359502,-0.183982683
142,PE,0.004300225,0.002350519,0.003639443,-0.190124373,0.254995033,-0.220873786
143,PE,0.004440124,0.003031256,0.003575352,-0.189703676,0.256794313,-0.220833333
144,PE,0.003788,0.001635097,0.003337301,-0.166095162,0.26955784,-0.192452829
145,PE,0.003701232,0.001637274,0.003248794,-0.157724396,0.274666833,-0.183246073
146,PE,0.003786946,0.001634616,0.003335775,-0.16692385,0.269499613,-0.193531823
147,PE,0.003888983,0.001727985,0.003409022,-0.180040607,0.266008499,-0.208347622
148,PE,0.003796487,0.001626909,0.003346457,-0.172281525,0.268180082,-0.199496802
149,PE,0.003990191,0.001835156,0.003479216,-0.177347076,0.262245857,-0.205513784
150,PP,0.003649443,0.001728866,0.003181652,-0.15882096,0.289583636,-0.187499999
151,PP,0.003889528,0.001644472,0.003434963,-0.202712273,0.267303433,-0.233892938
152,PP,0.003814424,0.001640237,0.003366294,-0.196141396,0.271087649,-0.227097598
153,PP,0.00382498,0.001641438,0.003373924,-0.199956878,0.270970732,-0.231190901
154,PP,0.004025338,0.00163288,0.003576878,-0.219646018,0.259599364,-0.252315873
155,PP,0.003878358,0.001639118,0.003425807,-0.204125259,0.267471047,-0.235455981
156,PP,0.003857856,0.00163924,0.00340597,-0.200825298,0.268465621,-0.231809394
157,PP,0.004022282,0.001625783,0.003573827,-0.219134336,0.258508522,-0.251374167
158,PP,0.00380083,0.001660725,0.003338827,-0.19628481,0.271345395,-0.227155379
159,PP,0.003696423,0.001650608,0.003239639,-0.181342478,0.277445091,-0.210676981
160,PP,0.004038822,0.001682238,0.003573827,-0.217149943,0.26015402,-0.249617151
161,PP,0.003968473,0.001704585,0.003502106,-0.205095532,0.264661423,-0.236904761
162,PP,0.004016578,0.00171134,0.003561619,-0.210016062,0.2647849,-0.243167483
163,PP,0.0039184,0.001638414,0.00347006,-0.204036147,0.264955461,-0.235173059
164,PP,0.003926161,0.001674429,0.003465483,-0.20782787,0.266193082,-0.239949748
165,PP,0.004017004,0.001687847,0.003564671,-0.210591204,0.262692013,-0.243208279
166,PP,0.003717514,0.00164367,0.003267106,-0.178997464,0.275742516,-0.207620908
167,PP,0.003891425,0.001812096,0.003378502,-0.194490202,0.271546477,-0.2264491
168,PP,0.003707402,0.001643701,0.003259476,-0.184884165,0.276908577,-0.214639961
169,PP,0.003760442,0.001637697,0.003308307,-0.191312325,0.273712713,-0.221639155
170,PP,0.003619864,0.00164416,0.003166392,-0.173365447,0.281641724,-0.201631437
171,PP,0.003701528,0.001658254,0.003244217,-0.180852086,0.277459498,-0.210221793
172,PP,0.004265116,0.001788451,0.003788989,-0.230089023,0.253835925,-0.264915471
173,PP,0.004103439,0.001735404,0.003624184,-0.217508593,0.260491797,-0.250757739
174,PP,0.003996832,0.001677536,0.003537203,-0.200659311,0.261535329,-0.231569755
175,PP,0.003716732,0.001710848,0.003235061,-0.177697551,0.278994612,-0.207177261
176,PP,0.004245962,0.001946918,0.003665385,-0.223058231,0.260729361,-0.25844022
177,PP,0.003910901,0.001655625,0.003460905,-0.200897795,0.265849485,-0.232133541
178,PP,0.003886383,0.001648693,0.003442593,-0.204212659,0.266654829,-0.236270753
179,PP,0.003816902,0.001900164,0.003293048,-0.183937019,0.276846873,-0.214859013
180,PP,0.003739673,0.001623483,0.003291522,-0.19119524,0.273185195,-0.221674876
181,PP,0.003737282,0.001652883,0.00328847,-0.185513258,0.275814567,-0.215502054
182,PP,0.003713641,0.001642626,0.003261002,-0.179980759,0.276218662,-0.208865262
183,PP,0.005373707,0.003226488,0.004109443,-0.254680212,0.240814757,-0.296625227
184,PP,0.003899044,0.00165535,0.003442593,-0.206120126,0.266588898,-0.23803446
185,PP,0.003963128,0.001669379,0.00350821,-0.210629252,0.263458298,-0.242663656
186,PP,0.004013907,0.001661091,0.003560093,-0.211011448,0.260878398,-0.243057828
187,PP,0.005572423,0.006209823,0.003711164,-0.209893685,0.257010967,-0.241035167
188,PP,0.00386452,0.001643806,0.003412073,-0.203463333,0.268157241,-0.235096366
189,PP,0.003852946,0.001638572,0.003404444,-0.198714222,0.268806288,-0.229651162
190,PP,0.003862764,0.001846755,0.00336019,-0.19289708,0.272897705,-0.224675324
191,PP,0.003750283,0.001646325,0.003300678,-0.186035914,0.274152446,-0.215800319
192,PP,0.003741359,0.001638989,0.00328847,-0.188887988,0.274558736,-0.218922445
193,PP,0.003829175,0.001644633,0.003376976,-0.198318061,0.269775113,-0.229183211
194,PP,0.004023611,0.001627547,0.003575352,-0.214455354,0.258448374,-0.246305418
195,PP,0.003938494,0.001635457,0.003486846,-0.210542439,0.263757887,-0.242346467
196,PP,0.004103153,0.001750686,0.003615028,-0.216443294,0.261182393,-0.250483558
197,PP,0.003944292,0.001626807,0.003494476,-0.211479444,0.262520425,-0.24339207
198,PP,0.004055967,0.001661582,0.003598242,-0.221957599,0.258924879,-0.254917867
199,PP,0.003909086,0.001805494,0.00339071,-0.189471173,0.274055077,-0.221409141
200,PS,0.00396684,0.001642782,0.003514314,-0.215199145,0.263818334,-0.247557002
201,PS,0.003924997,0.001635025,0.003473112,-0.210929169,0.264949985,-0.243067471
202,PS,0.004030374,0.001634064,0.003578404,-0.220857629,0.259798422,-0.253639508
203,PS,0.004082544,0.0018335,0.003561619,-0.221708629,0.262014503,-0.254994683
204,PS,0.003936471,0.001640539,0.003480742,-0.211548229,0.264617544,-0.243746177
205,PS,0.003808741,0.001639153,0.003358664,-0.198104058,0.271178342,-0.228943575
206,PS,0.004299113,0.001630111,0.003851553,-0.24056052,0.246979319,-0.274209011
207,PS,0.004052836,0.001633976,0.003601294,-0.221486461,0.258433699,-0.254278728
208,PS,0.003974503,0.001627056,0.003524995,-0.216639484,0.261170851,-0.249002848
209,PS,0.00480318,0.002077108,0.004127754,-0.25618488,0.238508548,-0.294155844
210,PS,0.003855478,0.001635449,0.003402918,-0.201584524,0.26794017,-0.232704402
211,PS,0.004027579,0.001634034,0.003578404,-0.219317451,0.259535491,-0.251932622
212,PS,0.004063949,0.001629551,0.003616554,-0.223114316,0.256658165,-0.25599039
213,PS,0.004032765,0.001656036,0.003575352,-0.219310186,0.260427217,-0.2523265
214,PS,0.003964975,0.001634296,0.003517366,-0.21307227,0.262455489,-0.245067496
215,PS,0.003946756,0.001642474,0.00349295,-0.210093782,0.263922595,-0.241972217
216,PS,0.003943611,0.001643079,0.003488372,-0.206602478,0.263913416,-0.238260119
217,PS,0.004132167,0.001631837,0.003682171,-0.226853986,0.254247941,-0.259602621
218,PS,0.004621216,0.001618017,0.004178111,-0.272582465,0.234191173,-0.307665258
219,PS,0.004361057,0.001630656,0.003915644,-0.252583949,0.245129834,-0.287513905
220,PS,0.003850048,0.001664511,0.00339071,-0.198088226,0.272759667,-0.229208924
221,PS,0.003996883,0.001635278,0.003544833,-0.219698322,0.261529522,-0.252525252
222,PS,0.003745855,0.00163785,0.003294574,-0.192912924,0.274588662,-0.22348571
223,PS,0.003979155,0.001634818,0.003528047,-0.217483027,0.262440309,-0.250076533
224,PS,0.003851873,0.001642384,0.003401392,-0.202691124,0.268753325,-0.234021361
225,PS,0.004025005,0.001636476,0.003576878,-0.220012107,0.259762505,-0.252589837
226,PS,0.004088298,0.001636666,0.003637917,-0.22790096,0.25651916,-0.261078483
227,PS,0.003892577,0.001636939,0.003441067,-0.206401572,0.266381507,-0.237924865
228,PS,0.003773803,0.001636782,0.003322041,-0.193763172,0.272635707,-0.224249242
229,PS,0.0037981,0.001651685,0.003343405,-0.195983332,0.272175016,-0.227010569
230,PS,0.004207676,0.001627997,0.003756943,-0.236001628,0.250951059,-0.26934378
231,PS,0.003862258,0.001634255,0.003412073,-0.205400078,0.267923418,-0.237066937
232,PS,0.003861175,0.00163166,0.003410548,-0.205662778,0.267199361,-0.237296036
233,PS,0.003826984,0.001633874,0.003373924,-0.19989759,0.269486408,-0.230905076
234,PS,0.004257399,0.001697425,0.003785937,-0.234966726,0.249982007,-0.26861145
235,PS,0.003920858,0.001648535,0.003465483,-0.209662843,0.265143845,-0.24166239
236,PS,0.004006366,0.001633567,0.003557041,-0.217870135,0.260324978,-0.250325379
237,PS,0.004078758,0.001635656,0.003628762,-0.222712868,0.257003818,-0.255307253
238,PS,0.003914276,0.001639525,0.003459379,-0.208359427,0.265097104,-0.240153087
239,PS,0.003934361,0.001652339,0.003474638,-0.209208107,0.264184969,-0.240985047
240,PS,0.003821875,0.001635256,0.003369346,-0.199993623,0.269971253,-0.231069857
241,PS,0.003841514,0.001634934,0.003389184,-0.200397814,0.268575043,-0.231475786
242,PS,0.003913236,0.001633362,0.003462431,-0.209643608,0.265049709,-0.241566681
243,PS,0.004050038,0.001619711,0.003604346,-0.226598047,0.256977827,-0.259668507
244,PS,0.004171137,0.001627416,0.003721846,-0.232608781,0.252526309,-0.265750285
245,PS,0.003952052,0.001666179,0.003494476,-0.20937155,0.267034614,-0.241379309
246,PS,0.004172226,0.001630759,0.003721846,-0.236315758,0.253257023,-0.270180295
247,PS,0.003928941,0.001654856,0.00347006,-0.210734372,0.265558163,-0.243167483
248,PS,0.004076504,0.001631963,0.00362571,-0.227333838,0.257493509,-0.260560037
249,PS,0.005854313,0.008363442,0.003560093,-0.20643887,0.265095793,-0.236120997
250,POM,0.020785681,0.007076598,0.020844778,-0.353928764,0.158171236,-0.381397527
251,POM,0.013881805,0.003402419,0.012934139,-0.291379578,0.178867853,-0.317540321
252,POM,0.013182682,0.003381737,0.012238296,-0.28476993,0.184491274,-0.311711711
253,POM,0.015766894,0.003420526,0.014881279,-0.322317326,0.164859297,-0.34741476
254,POM,0.013466391,0.003396216,0.012519075,-0.289270299,0.182428522,-0.31610775
255,POM,0.014078538,0.003397146,0.013135567,-0.294984163,0.177188371,-0.321041214
256,POM,0.012894134,0.00340918,0.011951413,-0.280403165,0.188148282,-0.307901906
257,POM,0.01436161,0.003433121,0.01342245,-0.302561578,0.175336214,-0.328656232
258,POM,0.013225563,0.003406352,0.012274919,-0.285045973,0.184420387,-0.312049432
259,POM,0.013907251,0.00347983,0.013001282,-0.291912021,0.180269351,-0.318369757
260,POM,0.013967007,0.003397184,0.013019593,-0.292634371,0.178231628,-0.318854885
261,POM,0.013503338,0.003407755,0.012555698,-0.287276352,0.182220315,-0.313888888
262,POM,0.014180512,0.00372739,0.013111152,-0.301206202,0.177892575,-0.327635326
263,POM,0.012139398,0.003422471,0.011188427,-0.267992849,0.196514718,-0.29605263
264,POM,0.013574164,0.003375655,0.012635049,-0.293072195,0.180686061,-0.319771707
265,POM,0.013870642,0.003474451,0.012952451,-0.292432211,0.179730351,-0.319148935
266,POM,0.014673426,0.003625308,0.013660502,-0.302342705,0.172754217,-0.327827943
267,POM,0.014394859,0.003392483,0.01345297,-0.299228166,0.174360209,-0.325012001
268,POM,0.012523978,0.003470823,0.011572972,-0.280743951,0.19270326,-0.308887507
269,POM,0.013555019,0.003511353,0.012555698,-0.291145242,0.182568435,-0.317893949
270,POM,0.012855389,0.003421918,0.011902582,-0.279546107,0.188178182,-0.306843266
271,POM,0.013425708,0.003534554,0.012451932,-0.289876228,0.184533938,-0.317323308
272,POM,0.01388967,0.006255369,0.01199414,-0.290088961,0.189937719,-0.316046966
273,POM,0.013450683,0.003440916,0.012506867,-0.289485607,0.182847632,-0.316320474
274,POM,0.013656754,0.003383145,0.012720503,-0.290454421,0.180290139,-0.316957584
275,POM,0.014779611,0.003413342,0.013843618,-0.309359922,0.17195657,-0.335296591
276,POM,0.012874783,0.003695727,0.011878166,-0.280000481,0.19105875,-0.30834003
277,POM,0.020133088,0.009826324,0.017121406,-0.322806162,0.150965203,-0.345164473
278,POM,0.013744483,0.003424591,0.012805957,-0.290765728,0.180397646,-0.317186771
279,POM,0.014754482,0.004262619,0.013654398,-0.302212819,0.172119607,-0.327918781
280,POM,0.013207186,0.003406625,0.012268815,-0.284612136,0.184986316,-0.31151515
281,POM,0.014819686,0.003441524,0.013855826,-0.307874633,0.170352331,-0.333333332
282,POM,0.012087137,0.003418297,0.011133492,-0.265328056,0.196866715,-0.29317269
283,POM,0.013689185,0.003389844,0.012757126,-0.294460352,0.180740212,-0.321243522
284,POM,0.012519603,0.003419345,0.011566868,-0.274727828,0.192120314,-0.30232558
285,POM,0.012627958,0.003422606,0.011682842,-0.277082672,0.191437321,-0.304705881
286,POM,0.012442931,0.003402819,0.011493621,-0.274482678,0.192433682,-0.302351316
287,POM,0.015465147,0.00495421,0.014228163,-0.306101423,0.170832669,-0.332294988
288,POM,0.014624854,0.003609807,0.013611671,-0.306288453,0.174847714,-0.332740608
289,POM,0.012185498,0.00343289,0.011231154,-0.26897846,0.19584288,-0.29702043
290,POM,0.012217612,0.003420564,0.011273881,-0.27618368,0.195842103,-0.304745568
291,POM,0.014778701,0.003395119,0.013843618,-0.311819758,0.17195499,-0.337868479
292,POM,0.01497739,0.005134629,0.013251541,-0.304614713,0.177806805,-0.333065809
293,POM,0.013283497,0.00339512,0.012342062,-0.290872892,0.184992175,-0.318454467
294,POM,0.015111466,0.011003324,0.012458036,-0.298503136,0.183736483,-0.326844261
295,POM,0.013088036,0.003393669,0.012146737,-0.284014447,0.185769222,-0.311125077
296,POM,0.014009657,0.003373895,0.013074528,-0.298069577,0.176999059,-0.324324323
297,POM,0.013986638,0.004225156,0.012720503,-0.299816318,0.179896826,-0.326676745
298,POM,0.012669691,0.003388127,0.011725569,-0.279803386,0.189797314,-0.307480736
299,POM,0.013293741,0.003379684,0.01235427,-0.288622031,0.183424641,-0.315646994
300,PVC,0.055804395,0.00329483,0.055142526,-0.343056472,0.087580197,-0.350890536
301,PVC,0.048827718,0.003317353,0.048055912,-0.341119878,0.089012902,-0.348647938
302,PVC,0.063299218,0.003367759,0.062723555,-0.328654752,0.088312248,-0.336959695
303,PVC,0.059593496,0.003558563,0.059067326,-0.331806661,0.087709153,-0.339539065
304,PVC,0.056300816,0.003309657,0.05566746,-0.333173852,0.087627594,-0.340645232
305,PVC,0.063843209,0.003406197,0.063285113,-0.321828787,0.088272455,-0.329966807
306,PVC,0.06960555,0.005606981,0.068931209,-0.304647885,0.090553076,-0.313812154
307,PVC,0.055475054,0.003770871,0.054812916,-0.334528385,0.088223257,-0.3419983
308,PVC,0.062055701,0.00343282,0.06156992,-0.324844478,0.087926681,-0.332806872
309,PVC,0.052235506,0.003271956,0.051510712,-0.332653039,0.088328448,-0.340061032
310,PVC,0.066399143,0.003367711,0.065830434,-0.316943698,0.089266622,-0.325482718
311,PVC,0.053183774,0.003227767,0.052493438,-0.342132915,0.089072416,-0.349811377
312,PVC,0.068297082,0.003567015,0.067856925,-0.30423306,0.089130012,-0.312726819
313,PVC,0.055078667,0.003277965,0.054434475,-0.338065441,0.088580446,-0.345658892
314,PVC,0.062237037,0.003336746,0.061685894,-0.319086923,0.087434207,-0.326962338
315,PVC,0.048406611,0.003352682,0.047744613,-0.346053638,0.090935454,-0.353840358
316,PVC,0.061894962,0.003391116,0.061337972,-0.312033683,0.0866921,-0.319544268
317,PVC,0.064982445,0.003327037,0.064432644,-0.311552414,0.087982974,-0.319449447
318,PVC,0.07279823,0.003405971,0.072282244,-0.298842969,0.092246841,-0.308045882
319,PVC,0.064969374,0.003448182,0.064444851,-0.318832131,0.088972001,-0.327108674
320,PVC,0.073840563,0.003654204,0.073527437,-0.292742159,0.092673796,-0.301886791
321,PVC,0.063680203,0.003306268,0.063089788,-0.321336757,0.088661914,-0.32940667
