,polymer,mean(ni),standard_deviation(ni),Median(ni),mean(nid),standard_deviation(nid),Median(nid)
45,PA,0.009519608,0.003572487,0.008354697,-0.274128125,0.212256658,-0.306150193
46,PA,0.010218306,0.002980549,0.009431355,-0.294693116,0.196375412,-0.325356649
47,PA,0.00928668,0.002807149,0.008524249,-0.271988524,0.207152389,-0.302686566
48,PA,0.008249127,0.002829101,0.007460308,-0.238839743,0.226291289,-0.269206745
49,PA,0.009809323,0.003600217,0.00888031,-0.284593142,0.203071414,-0.315621678
50,PC,0.003983757,0.001634235,0.003534151,-0.221910785,0.261815054,-0.255061916
51,PC,0.003988698,0.001643025,0.003534151,-0.218439952,0.262402019,-0.251117401
52,PC,0.003972102,0.001630718,0.003523469,-0.221231168,0.262601536,-0.254217895
53,PC,0.003806361,0.001637901,0.003354087,-0.201719639,0.271686346,-0.233128833
54,PC,0.004162345,0.001638438,0.00371269,-0.227893945,0.253455993,-0.260834883
55,PC,0.003996741,0.001637044,0.003544833,-0.220289139,0.261800408,-0.25319693
56,PC,0.004040744,0.001634214,0.003589086,-0.225344233,0.259480561,-0.25851766
57,PC,0.004068026,0.001982937,0.003552463,-0.221841806,0.262037412,-0.254949252
58,PC,0.004188757,0.001657685,0.00373558,-0.23520625,0.254800388,-0.269582908
59,PC,0.003974184,0.001635211,0.003524995,-0.219552588,0.263313192,-0.252640129
60,PC,0.003617596,0.001642977,0.003164866,-0.181916247,0.282722672,-0.211566617
61,PC,0.004267961,0.001629559,0.003819508,-0.245084582,0.249128696,-0.279376208
62,PC,0.004159244,0.001624918,0.00371269,-0.236428249,0.252898894,-0.270152504
63,PC,0.004520115,0.001637398,0.004083501,-0.266202229,0.238980124,-0.301369862
64,PC,0.004233781,0.001630607,0.003782885,-0.242242226,0.250399882,-0.27630285
65,PC,0.004141555,0.00163097,0.003691326,-0.235011792,0.254620568,-0.268817203
66,PC,0.0039465,0.001631011,0.003496002,-0.21721392,0.26354449,-0.249772243
67,PC,0.004095866,0.001636121,0.003647073,-0.23078625,0.256940164,-0.264284245
68,PC,0.003845722,0.001637603,0.003393762,-0.206036835,0.269398804,-0.237864809
69,PC,0.003918972,0.001636005,0.003467008,-0.214998156,0.265567298,-0.247543284
70,PC,0.004238616,0.001631264,0.003790515,-0.243026264,0.250401783,-0.277207391
71,PC,0.003942097,0.001631066,0.00349295,-0.217805445,0.263647226,-0.250457876
72,PC,0.004135303,0.001631344,0.003685222,-0.234065435,0.254958943,-0.26774733
73,PC,0.004076739,0.001633408,0.003627236,-0.229049673,0.257998728,-0.262643463
74,PC,0.004040928,0.001631546,0.003590612,-0.226326323,0.259085224,-0.25960419
75,PC,0.004371566,0.001622414,0.003923274,-0.255574457,0.244911249,-0.290524394
76,PC,0.004177279,0.00163155,0.003727187,-0.237380268,0.252900515,-0.271142109
77,PC,0.003917727,0.001636888,0.003467008,-0.213116798,0.26572876,-0.245416912
78,PC,0.003932274,0.001636094,0.003480742,-0.216301201,0.265054923,-0.249013587
79,PC,0.0040502,0.001631534,0.003599768,-0.228004025,0.258927011,-0.261436536
80,PC,0.004093689,0.001635863,0.003642495,-0.231242761,0.256942553,-0.264774178
81,PC,0.003884228,0.001637779,0.003431911,-0.210821086,0.267514425,-0.242988637
82,PC,0.005496345,0.001610884,0.005057071,-0.334030347,0.20775355,-0.36969699
83,PC,0.003996203,0.001633244,0.003544833,-0.223748397,0.261707367,-0.25684409
84,PC,0.004067261,0.001635653,0.003615028,-0.22785417,0.258416976,-0.261186738
85,PC,0.004558005,0.001633759,0.004104865,-0.271344419,0.237722836,-0.306883364
86,PC,0.004617187,0.001625158,0.004170482,-0.279767868,0.235665419,-0.31576746
87,PC,0.005303268,0.001603842,0.004873955,-0.329055754,0.211655066,-0.365339577
88,PC,0.005595552,0.001616797,0.005168467,-0.338231534,0.205535808,-0.373737394
89,PC,0.004627419,0.001621443,0.004181163,-0.277523013,0.234690394,-0.313124468
90,PC,0.004867645,0.001685204,0.004397851,-0.293931469,0.226429255,-0.329888711
91,PC,0.00414859,0.001687293,0.003674541,-0.232796885,0.25663981,-0.267194663
92,PC,0.004084651,0.00163129,0.003634865,-0.230799021,0.256918769,-0.264385305
93,PC,0.0039649,0.001637517,0.003512788,-0.21861566,0.263153344,-0.251339104
94,PC,0.003937602,0.001629927,0.003489898,-0.217723056,0.263879148,-0.25054089
95,PC,0.004030423,0.001636274,0.003581456,-0.217508077,0.259232526,-0.249731469
96,PC,0.005604169,0.001613387,0.005166941,-0.340124158,0.205194326,-0.375687695
97,PC,0.005158034,0.001619892,0.004724409,-0.311055707,0.217318512,-0.346753438
98,PC,0.00436865,0.001626704,0.003921748,-0.259236451,0.244937914,-0.294624368
99,PC,0.004077911,0.001634015,0.00362571,-0.228981861,0.2576677,-0.262433861
100,PE,0.004162153,0.001631458,0.00371269,-0.208252964,0.25150465,-0.238647342
101,PE,0.003948953,0.001642541,0.003497528,-0.192867957,0.262514531,-0.222175906
102,PE,0.003807969,0.001642301,0.003355613,-0.172002121,0.269613613,-0.199161425
103,PE,0.003706617,0.001642056,0.003253372,-0.160616817,0.275243872,-0.186700767
104,PE,0.00397157,0.002172797,0.003357138,-0.174146195,0.270239036,-0.203323557
105,PE,0.007883698,0.011905303,0.003991943,-0.213277977,0.248307622,-0.239672338
106,PE,0.004018503,0.001746791,0.003532625,-0.191496502,0.260589944,-0.220961853
107,PE,0.003683065,0.001640828,0.003230483,-0.157677975,0.276407259,-0.183333333
108,PE,0.003846871,0.001635634,0.003395288,-0.170069463,0.266751486,-0.197050663
109,PE,0.003916938,0.001637702,0.003465483,-0.176809543,0.263033167,-0.204084996
110,PE,0.004213743,0.001629815,0.003763047,-0.19879344,0.247851801,-0.227492739
111,PE,0.003834694,0.001694069,0.003355613,-0.172698725,0.270020554,-0.200587803
112,PE,0.003740283,0.001639679,0.00328847,-0.162331607,0.272752335,-0.188372092
113,PE,0.003885548,0.001661999,0.003438015,-0.177422597,0.268119492,-0.206521738
114,PE,0.003808009,0.001663684,0.003384606,-0.166821473,0.273811134,-0.195541177
115,PE,0.003916166,0.001637472,0.00347006,-0.177683173,0.263212424,-0.205529131
116,PE,0.003765547,0.001638634,0.003312885,-0.167096953,0.271422092,-0.193825658
117,PE,0.00369014,0.001643526,0.003239639,-0.15976523,0.276134201,-0.185729869
118,PE,0.004111578,0.001641226,0.003657755,-0.201873139,0.253662359,-0.231677323
119,PE,0.003752214,0.001636966,0.003300678,-0.165845477,0.271678062,-0.192407568
120,PE,0.003765829,0.001642746,0.003312885,-0.169134272,0.271463528,-0.195986412
121,PE,0.003904277,0.001630905,0.003453275,-0.179819663,0.262891577,-0.207598371
122,PE,0.003720827,0.001639242,0.003268632,-0.163465416,0.273951233,-0.189885057
123,PE,0.003932667,0.001634054,0.003480742,-0.195999128,0.26286284,-0.225835188
124,PE,0.003574927,0.001628329,0.003123665,-0.149386924,0.280830143,-0.174203113
125,PE,0.003796605,0.001684105,0.003332723,-0.162497353,0.274671011,-0.188729399
126,PE,0.003921093,0.001639248,0.003468534,-0.19089551,0.264012414,-0.220205834
127,PE,0.004191824,0.001619961,0.003744735,-0.213642208,0.248647161,-0.24426505
128,PE,0.003899454,0.001670031,0.003433437,-0.178981244,0.265515101,-0.207338666
129,PE,0.003869957,0.001616117,0.003422755,-0.186532207,0.262980543,-0.215339232
130,PE,0.003708515,0.001638703,0.003256424,-0.163970996,0.274824146,-0.190585798
131,PE,0.003872097,0.001641206,0.003419703,-0.177307699,0.265882096,-0.205043859
132,PE,0.003766899,0.001638971,0.003314411,-0.168357146,0.271348913,-0.195195194
133,PE,0.004006799,0.001669108,0.003550937,-0.191232614,0.259792645,-0.220447284
134,PE,0.004404193,0.001660462,0.003958371,-0.228214018,0.244810724,-0.260115606
135,PE,0.003859176,0.001635807,0.003407496,-0.177499425,0.265943122,-0.205291005
136,PE,0.003670552,0.001641336,0.003216749,-0.152382627,0.276662357,-0.177191906
137,PE,0.003772961,0.001636459,0.003320515,-0.166247123,0.270677132,-0.192796609
138,PE,0.003970745,0.001816585,0.003465483,-0.18237771,0.263770426,-0.211491139
139,PE,0.003721951,0.001627887,0.00327321,-0.163160914,0.272031754,-0.189376443
140,PE,0.003729016,0.00165551,0.003271684,-0.160829342,0.27461422,-0.187189004
141,PE,0.003670807,0.001641803,0.003216749,-0.159699023,0.277166839,-0.185714285
142,PE,0.004284732,0.002336908,0.003627236,-0.193611903,0.256122969,-0.225074626
143,PE,0.004420685,0.00300939,0.003560093,-0.192560386,0.257867859,-0.224212775
144,PE,0.00378036,0.001635731,0.003329671,-0.167525587,0.270147578,-0.194161229
145,PE,0.00369431,0.001638371,0.003241165,-0.159147086,0.275261477,-0.185060368
146,PE,0.003791077,0.001637603,0.003338827,-0.168559422,0.269763746,-0.195370207
147,PE,0.003881202,0.001726561,0.003401392,-0.182129824,0.266676428,-0.210891124
148,PE,0.003800545,0.001633054,0.003349509,-0.172809098,0.268816591,-0.200177148
149,PE,0.003980372,0.001830364,0.003471586,-0.18067916,0.26285326,-0.209334972
150,PP,0.003641827,0.001725476,0.003174022,-0.159546584,0.28976747,-0.188289322
151,PP,0.003872451,0.001644808,0.003418177,-0.201953778,0.268252448,-0.232916985
152,PP,0.00380113,0.001641631,0.003352561,-0.195253675,0.271931835,-0.226035502
153,PP,0.003811202,0.001642102,0.003358664,-0.198853968,0.271821211,-0.22991212
154,PP,0.004016634,0.001637772,0.003567723,-0.218874494,0.260732829,-0.251464853
155,PP,0.003863741,0.001639167,0.003410548,-0.203725403,0.268319071,-0.235008103
156,PP,0.003839661,0.001638893,0.003387658,-0.200419362,0.26939743,-0.23135135
157,PP,0.004000979,0.001624069,0.003552463,-0.219586089,0.259312114,-0.252072968
158,PP,0.003766972,0.001650211,0.003306781,-0.196425834,0.271952102,-0.227242076
159,PP,0.003682575,0.001650529,0.003227431,-0.180401152,0.278294708,-0.209586705
160,PP,0.00402375,0.00168045,0.003558567,-0.21748938,0.261092629,-0.249999999
161,PP,0.003950679,0.001701045,0.00348532,-0.2051799,0.265529696,-0.237008147
162,PP,0.00399662,0.001706498,0.003541781,-0.209604034,0.2656654,-0.242667643
163,PP,0.003903749,0.001640146,0.003454801,-0.204503115,0.266035754,-0.235858771
164,PP,0.003910547,0.001673539,0.003450223,-0.207230704,0.267019253,-0.239316238
165,PP,0.003999253,0.001685822,0.003547885,-0.209999706,0.263680673,-0.242516798
166,PP,0.003706373,0.001643672,0.003254898,-0.179345931,0.276427641,-0.208255159
167,PP,0.00387047,0.001802116,0.00336019,-0.194183254,0.272737798,-0.225851856
168,PP,0.00368071,0.001637301,0.003233535,-0.184199842,0.277478057,-0.213862846
169,PP,0.003746706,0.001637533,0.003294574,-0.190510565,0.27445257,-0.220588234
170,PP,0.003610938,0.001644085,0.003157236,-0.173174073,0.28215717,-0.201293974
171,PP,0.003690307,0.001658058,0.003233535,-0.179384155,0.278108273,-0.208459214
172,PP,0.004240531,0.001782664,0.003767625,-0.230851504,0.255235916,-0.265636496
173,PP,0.00408147,0.001729556,0.003604346,-0.217362315,0.261427775,-0.250701152
174,PP,0.003978719,0.001675328,0.003520418,-0.201115886,0.262512724,-0.232201023
175,PP,0.003704401,0.001707747,0.003224379,-0.177239273,0.279772387,-0.206642066
176,PP,0.004221703,0.001932657,0.003648599,-0.223800276,0.261835844,-0.259384368
177,PP,0.003893894,0.001654806,0.003444119,-0.199913514,0.266706496,-0.231008355
178,PP,0.003877728,0.001652127,0.003433437,-0.203620822,0.267841862,-0.23555003
179,PP,0.003799132,0.001882844,0.003279314,-0.184200854,0.277681846,-0.215094339
180,PP,0.003735158,0.001629398,0.003285418,-0.189490054,0.274214398,-0.219743993
181,PP,0.00373108,0.001651943,0.003282366,-0.185958991,0.276096203,-0.215953307
182,PP,0.003696424,0.001639074,0.003245743,-0.179923238,0.276764892,-0.208890752
183,PP,0.005325038,0.00316474,0.004089605,-0.256835749,0.24280317,-0.299133045
184,PP,0.003886409,0.001656616,0.003428859,-0.206447269,0.267669816,-0.238442821
185,PP,0.003944479,0.001668603,0.003489898,-0.21017526,0.264368316,-0.242067945
186,PP,0.003998992,0.001661606,0.003543307,-0.21160167,0.261831368,-0.243779687
187,PP,0.00551257,0.006040935,0.003698956,-0.211385286,0.258361649,-0.242817423
188,PP,0.003849401,0.001644125,0.003396814,-0.202672659,0.269015075,-0.2340192
189,PP,0.003823401,0.001632,0.003376976,-0.198706923,0.269450602,-0.229604219
190,PP,0.003846719,0.001835431,0.003347983,-0.193259402,0.273828785,-0.224965706
191,PP,0.0037396,0.001646165,0.003289996,-0.184527689,0.274659495,-0.214027424
192,PP,0.003714315,0.001632307,0.003262528,-0.189576746,0.275111246,-0.219547775
193,PP,0.003819468,0.001645848,0.003366294,-0.198593536,0.270517628,-0.229383557
194,PP,0.004014881,0.001631794,0.003566197,-0.215520783,0.259559873,-0.247513165
195,PP,0.003920431,0.001636006,0.003468534,-0.210878477,0.264835825,-0.2427695
196,PP,0.004082131,0.001746474,0.00359519,-0.217025485,0.262180225,-0.251132465
197,PP,0.00393294,0.001629857,0.003482268,-0.211362222,0.263474017,-0.243107769
198,PP,0.004038905,0.001660442,0.003581456,-0.222069003,0.259793156,-0.255095737
199,PP,0.0038893,0.00179641,0.003373924,-0.18992421,0.274867638,-0.221785513
200,PS,0.00393969,0.001631835,0.003488372,-0.215931648,0.26369717,-0.248358861
201,PS,0.003918581,0.001633598,0.003467008,-0.210769186,0.265056656,-0.242798353
202,PS,0.004019028,0.001634761,0.003567723,-0.222461376,0.260587931,-0.255439542
203,PS,0.004057075,0.001816574,0.003540255,-0.223489525,0.262248392,-0.256889763
204,PS,0.003926523,0.001640528,0.003471586,-0.211875414,0.265210233,-0.244212204
205,PS,0.003807233,0.001639656,0.003355613,-0.197719714,0.271294192,-0.228758169
206,PS,0.004283033,0.001628003,0.003836294,-0.241988759,0.247481573,-0.275763746
207,PS,0.0040442,0.001634653,0.003593664,-0.222349572,0.258971005,-0.255185285
208,PS,0.003955787,0.00162174,0.003506684,-0.21794594,0.261396642,-0.250519534
209,PS,0.004776795,0.002053969,0.004112495,-0.258269827,0.239906363,-0.296553283
210,PS,0.003851032,0.001635451,0.003399866,-0.201847043,0.268207858,-0.232913997
211,PS,0.004020188,0.001634734,0.003569249,-0.220704639,0.260058253,-0.253376995
212,PS,0.004047123,0.0016271,0.003599768,-0.224206117,0.25721455,-0.257182421
213,PS,0.004027082,0.001655923,0.003570775,-0.219931889,0.26089762,-0.253075243
214,PS,0.003959293,0.001634402,0.003511262,-0.213269026,0.262776416,-0.245364851
215,PS,0.003940574,0.00164251,0.00348532,-0.210350266,0.264332751,-0.242157477
216,PS,0.00393864,0.00164255,0.003483794,-0.207984848,0.26417331,-0.239766081
217,PS,0.004121217,0.001630063,0.003669963,-0.228954319,0.254631636,-0.261931395
218,PS,0.004607087,0.001621887,0.004162852,-0.27374428,0.23526889,-0.309213699
219,PS,0.004352949,0.001630906,0.003908014,-0.253908125,0.245609565,-0.288908969
220,PS,0.00383356,0.001657498,0.003376976,-0.199034594,0.272750035,-0.230035756
221,PS,0.003991179,0.001636058,0.003540255,-0.220024321,0.261968873,-0.252894304
222,PS,0.003747065,0.001641419,0.003294574,-0.193032979,0.275017668,-0.223529411
223,PS,0.003974579,0.001635223,0.003521943,-0.218140005,0.262735211,-0.250768892
224,PS,0.003843757,0.001642423,0.003393762,-0.203771197,0.269332151,-0.235353534
225,PS,0.00401806,0.001637544,0.003569249,-0.221096818,0.260334667,-0.253825619
226,PS,0.004079652,0.001637391,0.003630287,-0.228540063,0.257175712,-0.26172591
227,PS,0.003888313,0.00163733,0.003436489,-0.20799356,0.266808926,-0.239935587
228,PS,0.003765222,0.00163572,0.003312885,-0.193991507,0.272920865,-0.224553839
229,PS,0.003793226,0.001652086,0.003338827,-0.1964842,0.272569056,-0.227459809
230,PS,0.004194543,0.001627652,0.003744735,-0.237477471,0.251546617,-0.271214641
231,PS,0.003857644,0.001634371,0.00340597,-0.205496933,0.268216403,-0.237168438
232,PS,0.003854638,0.001632826,0.003402918,-0.206058097,0.26776878,-0.237601349
233,PS,0.003819842,0.001635103,0.00336782,-0.200970281,0.269994927,-0.232028053
234,PS,0.004222833,0.001684217,0.003753891,-0.237703517,0.250438708,-0.271624898
235,PS,0.00391791,0.001649756,0.003462431,-0.210138418,0.265571964,-0.242174036
236,PS,0.00399554,0.001633738,0.003546359,-0.218695795,0.260974495,-0.251243093
237,PS,0.004069876,0.001636415,0.003619606,-0.224651289,0.257665932,-0.25743542
238,PS,0.003912881,0.00164114,0.003457853,-0.210069674,0.265506967,-0.242246813
239,PS,0.003928185,0.001651982,0.003468534,-0.210546771,0.264654794,-0.242548517
240,PS,0.00382351,0.001636453,0.003370872,-0.200275885,0.269971599,-0.231274638
241,PS,0.003833056,0.001634046,0.003381554,-0.201235924,0.269008597,-0.232369419
242,PS,0.003907404,0.001634033,0.003456327,-0.210972023,0.265491548,-0.242970741
243,PS,0.004052172,0.001625219,0.003604346,-0.227059461,0.257669182,-0.260297239
244,PS,0.004160729,0.001627747,0.003711164,-0.23452419,0.253206216,-0.26815728
245,PS,0.003925297,0.001654772,0.00347006,-0.210835515,0.266947748,-0.243046606
246,PS,0.004161298,0.001631789,0.003711164,-0.237692286,0.253907875,-0.271794871
247,PS,0.003924245,0.001655883,0.003467008,-0.210585414,0.266100362,-0.24297602
248,PS,0.004074393,0.001632903,0.003622658,-0.228501246,0.257743133,-0.261916713
249,PS,0.005805576,0.008285138,0.003535677,-0.208004666,0.265345391,-0.237744537
250,POM,0.020638331,0.007016783,0.020692181,-0.363008068,0.159152641,-0.391541608
251,POM,0.013797467,0.003404153,0.012848685,-0.299579293,0.179868169,-0.326833796
252,POM,0.013102422,0.003392981,0.012158945,-0.291460274,0.185871321,-0.31949017
253,POM,0.015582304,0.003408951,0.014698163,-0.329279463,0.165779133,-0.355393209
254,POM,0.01334962,0.003382487,0.012409205,-0.297399954,0.183150894,-0.325254792
255,POM,0.013956227,0.00340118,0.013007386,-0.302796887,0.178514146,-0.330009065
256,POM,0.012796803,0.003403493,0.011853751,-0.28740992,0.18910453,-0.315818892
257,POM,0.014245525,0.003422976,0.01331258,-0.310179253,0.176071989,-0.337392985
258,POM,0.013138379,0.003406082,0.012189465,-0.291780056,0.18536831,-0.319734828
259,POM,0.013770532,0.003464008,0.012866996,-0.300252205,0.181017151,-0.327814568
260,POM,0.013864875,0.003397383,0.012921931,-0.300741742,0.179310707,-0.328087642
261,POM,0.013406205,0.003410018,0.012458036,-0.294304084,0.183407915,-0.321862347
262,POM,0.014046441,0.003704789,0.012989074,-0.308216591,0.178809625,-0.335650446
263,POM,0.01208246,0.003422983,0.011133492,-0.27517797,0.197381589,-0.304022838
264,POM,0.013469979,0.003371071,0.012531282,-0.30055712,0.181669423,-0.328358208
265,POM,0.013747097,0.003472969,0.012830373,-0.299964136,0.181027974,-0.327731091
266,POM,0.014559596,0.003626462,0.013544528,-0.310203009,0.174129499,-0.336842104
267,POM,0.014242264,0.003374121,0.013306476,-0.30746635,0.175024187,-0.334332271
268,POM,0.012446964,0.00347025,0.011493621,-0.285921488,0.193778801,-0.314902224
269,POM,0.013459967,0.003509142,0.01246414,-0.297448114,0.183559494,-0.325287986
270,POM,0.012778719,0.003418695,0.011823231,-0.286724889,0.189050378,-0.315083198
271,POM,0.013333084,0.003532331,0.012360374,-0.296549366,0.185666153,-0.324927254
272,POM,0.013812326,0.006226791,0.011920894,-0.296260981,0.190792298,-0.323189287
273,POM,0.013318756,0.003438817,0.012378685,-0.295934666,0.18424976,-0.323888616
274,POM,0.013541317,0.00337721,0.012604529,-0.298878011,0.181367525,-0.326518339
275,POM,0.014634805,0.003414283,0.013697125,-0.317284499,0.173367257,-0.344410875
276,POM,0.012764101,0.003686019,0.0117744,-0.286098193,0.192489472,-0.315406161
277,POM,0.019942626,0.009678215,0.016981017,-0.333703677,0.152442636,-0.358223538
278,POM,0.01364288,0.003423664,0.012702191,-0.298601115,0.181464991,-0.326021933
279,POM,0.014619577,0.004219891,0.013526216,-0.31031849,0.173722394,-0.337169159
280,POM,0.013132318,0.003408794,0.012195569,-0.291536272,0.186017344,-0.319554848
281,POM,0.014674958,0.003432328,0.013715437,-0.315900222,0.17143143,-0.342517813
282,POM,0.012012159,0.003405351,0.011066349,-0.272251982,0.197354725,-0.301103281
283,POM,0.013559905,0.003371821,0.012635049,-0.302430853,0.181223652,-0.330270545
284,POM,0.012454999,0.003420171,0.011505829,-0.281490285,0.19304982,-0.310028891
285,POM,0.01254844,0.003420458,0.011603491,-0.28420765,0.192418412,-0.312855516
286,POM,0.012375768,0.003402113,0.011426479,-0.280841413,0.193330445,-0.309426821
287,POM,0.015325959,0.004892704,0.014106086,-0.315230423,0.17194685,-0.342857142
288,POM,0.014483859,0.003602686,0.013471281,-0.314555223,0.17641088,-0.342167164
289,POM,0.012111361,0.003437116,0.011157908,-0.275392361,0.197134612,-0.304265827
290,POM,0.012134027,0.003421688,0.011188427,-0.281078193,0.196979344,-0.310391826
291,POM,0.014628624,0.003396959,0.013697125,-0.320118399,0.173381732,-0.347457626
292,POM,0.014853299,0.005070428,0.013153879,-0.313011084,0.179368064,-0.342394144
293,POM,0.013205393,0.003396232,0.012262711,-0.29727535,0.185939663,-0.325884543
294,POM,0.014976153,0.010744978,0.012372581,-0.30407193,0.185366659,-0.33274179
295,POM,0.012995046,0.00339765,0.012049075,-0.291100242,0.18700831,-0.319257836
296,POM,0.013885528,0.003369168,0.012952451,-0.3070506,0.178078625,-0.334468084
297,POM,0.013862173,0.004192822,0.012604529,-0.306882777,0.180995008,-0.334854013
298,POM,0.012628465,0.003399218,0.011682842,-0.287206227,0.190969752,-0.315861598
299,POM,0.013196316,0.00337854,0.012256607,-0.29631683,0.184497855,-0.324384786
300,PVC,0.055412144,0.003303396,0.054751877,-0.358319978,0.088578488,-0.367774823
301,PVC,0.048345081,0.003303259,0.047579808,-0.356406008,0.089667452,-0.365683244
302,PVC,0.062686808,0.003378047,0.062107062,-0.344029245,0.089565156,-0.353588946
303,PVC,0.058922332,0.003559093,0.058389794,-0.348012016,0.088859022,-0.357221608
304,PVC,0.055928093,0.003317576,0.055295123,-0.34876808,0.088620129,-0.357842083
305,PVC,0.063255651,0.003413409,0.062699139,-0.3373996,0.089513366,-0.346846015
306,PVC,0.068913903,0.005601534,0.068235366,-0.320332432,0.091910651,-0.330431627
307,PVC,0.054931183,0.003754406,0.054263566,-0.350212279,0.089284879,-0.359302991
308,PVC,0.0615031,0.00345204,0.061008362,-0.340385466,0.089196541,-0.349699305
309,PVC,0.051813771,0.003277352,0.051095648,-0.348358303,0.089262196,-0.357434467
310,PVC,0.065706516,0.00337558,0.065140695,-0.332743424,0.090606092,-0.34239232
311,PVC,0.05262389,0.003213654,0.051944088,-0.357949566,0.090010922,-0.367265572
312,PVC,0.067681155,0.003569618,0.067234328,-0.319886849,0.090488502,-0.32943837
313,PVC,0.054568028,0.003286799,0.053921748,-0.353565319,0.089722431,-0.362852223
314,PVC,0.061631942,0.003339586,0.061075505,-0.334695503,0.088682152,-0.343878051
315,PVC,0.047939987,0.003356365,0.047274614,-0.361853773,0.091783555,-0.371436161
316,PVC,0.061274901,0.003391915,0.060715376,-0.327832082,0.087843679,-0.336712309
317,PVC,0.064444929,0.00334246,0.063889398,-0.327139529,0.089248115,-0.33628451
318,PVC,0.071951948,0.003404294,0.071427699,-0.31494242,0.093545409,-0.324884081
319,PVC,0.064252607,0.003437187,0.063730696,-0.334933321,0.090239427,-0.344481616
320,PVC,0.073051983,0.003649209,0.072733932,-0.308845903,0.09399358,-0.318756244
321,PVC,0.063022597,0.003312434,0.062430568,-0.337240217,0.089949862,-0.346651224
