,Name,intensity_std,intensity_mean,phase_std,phase_mean,mod_std,mod_mean,phaselifetime_std,phaselifetime_mean,modulationlifetime_std,modulationlifetime_mean
322,POM,0.003159311,0.014986659,10.023968,15.130727,0.1652803,0.7975607,0.54362965,1.4974487,1.6909721,4.161816
323,POM,0.003139953,0.015163991,9.923626,14.900937,0.16388239,0.793649,0.4089966,1.4725758,1.6899959,4.2150254
324,POM,0.003128078,0.014865889,10.006545,14.573617,0.16805269,0.8037859,0.64346486,1.4420174,1.6948496,4.079656
325,POM,0.003125992,0.014219328,10.399,14.361212,0.1702989,0.78972155,0.62496096,1.4257432,1.7802621,4.282884
326,POM,0.003104457,0.014021001,10.442049,14.614009,0.1750792,0.80642015,0.5508232,1.4511316,1.7724223,4.05558
327,POM,0.003099945,0.013914735,10.518664,14.278805,0.17491151,0.80134785,0.6198598,1.418803,1.7752422,4.126555
328,POM,0.003127945,0.014630709,10.121822,14.42181,0.17148738,0.81833404,0.59512717,1.4279935,1.7182475,3.8806639
329,POM,0.003134588,0.015238986,9.913403,14.87745,0.16353974,0.79824126,0.5163724,1.4705086,1.653483,4.1484804
330,POM,0.003113949,0.014345792,10.328791,14.601007,0.16979045,0.79892844,0.5965134,1.4486291,1.7463902,4.150697
331,POM,0.003126107,0.014819387,9.979474,14.349533,0.17055298,0.81754404,0.5252072,1.41924,1.6781274,3.8903413
332,POM,0.00311692,0.014999469,9.991106,14.773969,0.1643892,0.7955219,0.62141657,1.4615165,1.6752346,4.1883993
333,POM,0.003091883,0.014017796,10.427136,13.568607,0.17477694,0.8089637,0.71810114,1.3487473,1.7627628,4.0179524
334,POM,0.003005027,0.011784887,11.664026,11.476081,0.19141549,0.822574,0.59477586,1.1612126,2.017924,3.8559577
335,POM,0.003090971,0.013767418,10.612078,13.92491,0.17597473,0.8139476,0.59616023,1.3857104,1.8008934,3.9492288
336,POM,0.003133332,0.014509864,10.211044,14.343446,0.17164753,0.8133225,0.6263913,1.4218262,1.7216384,3.9508069
337,POM,0.003085234,0.014200775,10.331152,13.85142,0.17216952,0.8054733,0.6321223,1.3747706,1.7541039,4.0621924
338,POM,0.003080796,0.014219429,10.369524,14.138325,0.17072475,0.8018876,0.46813688,1.4029708,1.7645222,4.110197
339,POM,0.003116315,0.01445121,10.237887,14.186783,0.17098224,0.8021346,0.48045775,1.4061185,1.7280489,4.107201
340,POM,0.003092178,0.013264429,10.860357,13.376415,0.18044615,0.81923014,0.71744215,1.3354701,1.8542669,3.8835437
341,POM,0.003110109,0.014060021,10.443124,13.870013,0.17328885,0.81413466,0.79397184,1.3785172,1.7768112,3.9415317
342,POM,0.003134139,0.015101668,9.966706,14.790683,0.16514663,0.7998774,0.5754745,1.462992,1.6638504,4.127558
343,POM,0.003142624,0.015255419,9.680033,13.481196,0.16523115,0.8213671,0.45115775,1.3299679,1.6555084,3.826462
344,POM,0.003098407,0.014102493,10.472507,13.950132,0.17163838,0.7937407,0.78841573,1.3863794,1.7872926,4.227155
345,POM,0.003086417,0.013150946,10.898186,13.310955,0.18183158,0.8179747,0.6591474,1.3292872,1.8643742,3.9035513
346,POM,0.004401403,0.023298673,12.615652,20.615055,0.21104726,0.7346273,0.4138216,2.1010022,1.6605653,5.1519904
347,POM,0.004659667,0.025808534,11.624529,21.415277,0.20079166,0.7172104,0.5042968,2.1710103,1.591748,5.394312
348,POM,0.004063874,0.017760888,15.52061,18.246613,0.24658133,0.72223055,0.54838085,1.9079146,2.004231,5.4178915
349,POM,0.004611828,0.026772937,11.267977,21.636023,0.19306153,0.72348136,0.48634452,2.1887772,1.5458758,5.282867
350,POM,0.003124574,0.014840398,10.005382,14.71525,0.16787338,0.81034875,0.783345,1.4566413,1.6904017,3.9866781
351,POM,0.003093333,0.014271601,10.289419,14.286632,0.17018941,0.8048992,0.6879755,1.4178157,1.7378109,4.0671906
352,POM,0.003107375,0.014772961,10.097382,14.735272,0.16579637,0.79319465,0.60296977,1.4594922,1.7140892,4.225126
353,POM,0.003098045,0.014634308,10.141294,14.492175,0.16734369,0.79484195,0.5074969,1.4350603,1.7115722,4.203711
354,POM,0.003072324,0.013648472,10.550445,13.350608,0.17495848,0.81172854,0.5335154,1.3278029,1.7877072,3.978776
355,PP,0.005504927,0.02121352,13.413514,1.5738695,0.26312187,0.94410527,0.53920704,0.28842297,1.7047744,2.4312413
356,PP,0.005533766,0.022264678,13.088095,2.581397,0.25999895,0.9431975,0.34103096,0.36504638,1.6720741,2.4349673
357,PP,0.005409344,0.020214122,13.836369,0.96426743,0.27187064,0.9499249,0.4741844,0.25297907,1.7482952,2.3844278
358,PP,0.005501308,0.021702526,13.297983,1.8864849,0.26049036,0.9448938,0.398078,0.31072307,1.6819228,2.4120073
359,PP,0.00550375,0.021667141,13.340596,1.941916,0.2610987,0.942835,0.78935593,0.31746554,1.6821204,2.4419599
360,PP,0.005512212,0.0215499,13.347672,1.8942801,0.2615794,0.94718915,0.670077,0.3130295,1.7207572,2.3859372
361,PP,0.005431484,0.020625412,13.685774,1.2536931,0.2682617,0.94957,0.45637056,0.26856434,1.7158867,2.3763654
362,PP,0.005540075,0.022466253,13.063793,2.6084456,0.2548772,0.9386405,0.49756277,0.36666214,1.6439728,2.477429
363,PP,0.005499278,0.02136088,13.4393,1.8305105,0.2629577,0.9449591,0.53810894,0.30977952,1.6923077,2.4184196
364,PP,0.005321504,0.019299867,14.214755,0.52544487,0.27843848,0.9564868,0.7936384,0.22965167,1.7756063,2.3199525
365,PP,0.005408984,0.020038677,14.070572,1.0954893,0.27352792,0.97012705,0.48582628,0.2638682,1.7370694,2.1254768
366,PP,0.005363597,0.019111762,14.384452,0.08728041,0.2742908,0.95992184,0.6071855,0.20301275,1.8007636,2.2562556
367,PP,0.005417012,0.020550102,13.638284,1.3260206,0.2791196,0.9636089,0.5567752,0.27380493,1.7170084,2.2358937
368,PP,0.005383135,0.020511452,13.740841,1.0983349,0.26905543,0.95397955,0.41165408,0.25829142,1.7133733,2.3195298
369,PP,0.005388651,0.020626724,13.738314,1.3175519,0.26778716,0.94804245,0.3627112,0.27429953,1.7182626,2.3931875
370,PP,0.005360918,0.020048164,13.950718,0.92715174,0.27219748,0.9506653,0.57641095,0.25050414,1.7568225,2.3737023
371,PP,0.005325036,0.019843554,14.0175085,0.9066862,0.27409658,0.95125467,0.5002924,0.25065604,1.7596633,2.3726213
372,PP,0.005375839,0.020205537,13.857286,1.2408272,0.2717772,0.95402944,0.6538425,0.27189243,1.7679032,2.3286574
373,PP,0.005350743,0.019676635,14.030241,0.72524506,0.2794285,0.9569136,0.5044422,0.23808937,1.7586727,2.3197684
374,PP,0.005357516,0.019926418,13.981335,1.0893159,0.276731,0.95584816,0.53794146,0.26283076,1.7615917,2.3251178
375,PP,0.005393952,0.019560235,14.317132,0.85548425,0.27596936,0.975604,0.6112589,0.2510901,1.7263752,2.061716
376,PP,0.005406949,0.01961466,14.247174,0.6461121,0.27975017,0.9650274,0.41887513,0.2368971,1.765958,2.2168055
377,PP,0.005455531,0.02039539,13.7786255,1.184669,0.2681168,0.95061576,0.650134,0.2672129,1.7464317,2.3621864
378,PP,0.005464431,0.020803057,13.732667,1.9934064,0.27243173,0.95293987,0.5510534,0.32858893,1.7349381,2.3505006
379,PP,0.005383475,0.019280251,14.489678,0.77805376,0.27984384,0.9687905,0.44562626,0.2519185,1.7606369,2.1666486
380,PP,0.005346842,0.019348267,14.128118,0.709108,0.29070115,0.96846306,0.7004896,0.24029154,1.7639993,2.2178576
381,PP,0.005459486,0.021497088,13.448416,2.4851897,0.26289445,0.93947864,0.5066897,0.3638334,1.7145433,2.492709
382,PP,0.005573831,0.022053577,13.467593,2.593844,0.25744763,0.92838913,0.40271473,0.37605056,1.7389021,2.6217244
383,PP,0.005508841,0.021166941,13.673878,2.3166401,0.2704863,0.95342195,0.40752926,0.35267982,1.7112572,2.3397756
384,PP,0.005485762,0.021286303,13.612359,2.0402682,0.26598695,0.9452015,0.7019212,0.33094442,1.7062025,2.4293659
385,PP,0.005445503,0.020164998,14.098678,1.3402855,0.27315047,0.9573132,0.62909883,0.28336075,1.7594136,2.2938797
386,PP,0.005413154,0.020309068,13.797794,1.0509577,0.27904454,0.96012145,0.36585334,0.2559084,1.7308803,2.279962
387,PP,0.005354059,0.020012656,14.041927,1.3422397,0.27337185,0.95323265,0.50647336,0.2833083,1.7638835,2.3449125
388,PP,0.00546881,0.020403652,13.861041,1.3973231,0.26745716,0.9565023,0.64262104,0.28400445,1.7631668,2.283053
389,PP,0.005337585,0.01972453,14.144817,0.7360942,0.27461278,0.94930935,0.49755695,0.24093975,1.7686216,2.398971
390,PP,0.005427253,0.020449597,13.833448,1.4567952,0.2748356,0.95578796,0.5148831,0.28707477,1.7604486,2.321461
391,PP,0.004802245,0.013043132,24.09843,6.311061,0.36634645,0.8084927,1.1857688,0.98942864,2.655552,4.4467397
392,PP,0.004905102,0.01370467,23.626835,7.3316917,0.35715136,0.78867584,0.928727,1.0623342,2.6723495,4.6950316
393,PP,0.004693041,0.012398336,24.969057,5.397742,0.36259434,0.7957633,0.95365536,0.9347492,2.7744093,4.5852923
394,PP,0.004587985,0.011443959,26.027834,4.059124,0.37946737,0.7714662,1.1140363,0.85930634,3.0762799,4.992569
395,PP,0.005467085,0.02086518,13.54595,1.3758749,0.26608616,0.9529032,0.5020272,0.2756039,1.7214779,2.3244722
396,PP,0.005411006,0.020006187,13.901121,0.7133354,0.2728517,0.9547157,0.6564267,0.23475428,1.756508,2.3246772
397,PP,0.005391966,0.019840803,13.915139,0.5478922,0.2744872,0.9553377,0.5371542,0.22368228,1.7765253,2.3225534
398,PP,0.00550926,0.020958632,13.435406,1.5108297,0.2734836,0.9547437,0.6276747,0.28441584,1.7133304,2.3316665
399,PP,0.005542626,0.01923709,14.354245,0.60538673,0.28094646,0.94958234,0.52803904,0.24172816,1.8190652,2.4191103
400,PS,0.002820618,0.01203924,10.667371,1.2665846,0.18829899,0.87400085,0.58120114,0.25856468,1.7899265,3.1126313
401,PS,0.002828365,0.012327429,10.459745,1.776038,0.18693426,0.8799182,0.65490884,0.28691497,1.7406926,3.0271325
402,PS,0.002844587,0.012436312,10.474141,2.260457,0.18573382,0.878063,0.44658616,0.3216066,1.7348257,3.0496454
403,PS,0.002832245,0.011777102,10.782132,0.44967437,0.19161609,0.8833141,0.511143,0.21078418,1.8397547,2.9855087
404,PS,0.002824033,0.011806084,10.746378,1.0639825,0.19309047,0.89787155,0.37001395,0.24420439,1.8230369,2.7836432
405,PS,0.002831069,0.011967151,10.616524,1.4121739,0.19554774,0.89609647,0.6180652,0.26552147,1.8107167,2.819312
406,PS,0.002815904,0.011661245,10.744026,1.2706189,0.19918264,0.9091345,0.58284926,0.2582784,1.8267674,2.6423552
407,PS,0.002793299,0.01123363,11.041981,0.097609796,0.19853689,0.8934432,0.5035701,0.19789654,1.8645062,2.8555791
408,PS,0.002823857,0.012017258,10.652582,1.1893606,0.1941911,0.8874207,0.6629897,0.253157,1.8041556,2.9410474
409,PS,0.002823479,0.012106214,10.693049,1.7594615,0.18882875,0.89179534,0.38930872,0.2895453,1.7699131,2.8588731
410,PS,0.002816785,0.012157255,10.627633,1.6347213,0.18808873,0.87948877,0.6009413,0.28013977,1.7700962,3.033515
411,PS,0.002816934,0.011913643,10.657263,0.736164,0.1898694,0.88026935,0.7682665,0.22766118,1.7984606,3.026582
412,PS,0.002832329,0.012272199,10.604833,1.8902893,0.18701848,0.8771991,0.5686462,0.2973318,1.7623794,3.0647693
413,PS,0.002823513,0.011643835,10.900505,0.7059083,0.19574037,0.908819,0.49342284,0.22485986,1.8491113,2.6330717
414,PS,0.002805962,0.01161558,10.892983,0.6061935,0.19543803,0.9002447,0.6158166,0.22069666,1.8374475,2.7530332
415,PS,0.002829155,0.011877266,10.82694,1.5169646,0.19276564,0.88594264,0.68913966,0.27663913,1.8226312,2.9520204
416,PS,0.002821641,0.012009444,10.73037,1.9734012,0.1927849,0.8903882,0.4208722,0.30459723,1.7735134,2.889663
417,PS,0.002802857,0.011591408,10.963736,1.2545313,0.1963849,0.9009284,0.5932527,0.26301497,1.8117238,2.7476761
418,PS,0.002799158,0.011692849,10.810635,1.0815231,0.19785213,0.8968688,0.7214512,0.24930827,1.8151126,2.811581
419,PS,0.002789582,0.011521109,11.015675,0.86493546,0.19475277,0.8898758,0.47518867,0.239335,1.8350886,2.8968801
420,PS,0.002801155,0.011661602,10.934769,1.1956202,0.1941851,0.9009436,0.60820884,0.25688055,1.8507631,2.739945
421,PS,0.00281406,0.011806679,10.825945,1.234113,0.1934732,0.8941598,0.46087652,0.25806034,1.7947315,2.8360217
422,PS,0.002826576,0.01155558,10.842849,0.80191004,0.19576316,0.9097985,0.7177268,0.23115295,1.8294863,2.6190155
423,PS,0.002814408,0.011625987,10.911176,1.3784635,0.1982169,0.9018913,0.5471943,0.26940286,1.8388952,2.7399251
424,PS,0.002827527,0.01148413,11.000034,0.99086654,0.19867007,0.9066618,0.6863244,0.24571045,1.8552399,2.6725223
425,PS,0.002790983,0.011748934,10.850611,0.48667374,0.1935692,0.88226616,0.622159,0.21488902,1.8201979,3.0060735
426,PS,0.002825579,0.011829586,10.853452,0.5375781,0.1916311,0.87674475,0.61457807,0.21822475,1.8060803,3.079009
427,PS,0.002841297,0.012304285,10.537745,1.279386,0.18836977,0.87896854,0.37447625,0.254016,1.7413186,3.0423348
428,PS,0.002838784,0.012021038,10.739748,1.0215852,0.1903143,0.8736261,0.59771115,0.2445019,1.7845013,3.1224902
429,PS,0.002842207,0.011863425,10.841235,0.77370405,0.19115463,0.87935555,0.37434116,0.23044822,1.7849799,3.0398831
430,PS,0.002798989,0.011721831,10.941767,1.4828371,0.19291048,0.87700176,0.43853074,0.27634677,1.8399354,3.0779974
431,PS,0.002793324,0.011517683,11.059283,1.0817266,0.19842821,0.89682055,0.5380245,0.25253165,1.8242003,2.8116207
432,PS,0.002772747,0.011544981,11.055916,0.7197592,0.19602188,0.8832276,0.493952,0.23199028,1.8418107,2.996921
433,PS,0.002821131,0.011664419,10.837314,1.165631,0.19583724,0.9052905,0.6915041,0.25388885,1.8203585,2.6857882
434,PS,0.002829574,0.012431987,10.653626,2.2398524,0.18736432,0.864539,0.5863794,0.32314774,1.7467985,3.2461643
435,PS,0.002797901,0.011867283,10.848695,0.8314089,0.1925353,0.87821674,0.59703225,0.23359802,1.8162049,3.0615401
436,PS,0.004499176,0.010137804,28.280401,4.39967,0.39978537,0.7739777,1.225716,0.97412586,3.309536,5.003322
437,PS,0.004563611,0.011144323,26.798546,5.8475175,0.3858389,0.7659258,1.0949228,1.0413104,3.178599,5.09924
438,PS,0.004508509,0.010926651,27.274939,5.757853,0.38037726,0.7573281,1.2990618,1.0530583,3.2247832,5.185606
439,PS,0.004485272,0.010533934,27.706533,4.9586954,0.38579923,0.76875407,1.362261,1.0007932,3.2340136,5.022068
440,PS,0.002795336,0.011799852,10.702061,0.7655212,0.19153936,0.8891509,0.54152256,0.22769503,1.7886764,2.9013631
441,PS,0.002817845,0.011902686,10.654689,0.7837632,0.18987665,0.88342357,0.7215364,0.22937118,1.8096513,2.9809575
442,PS,0.00283699,0.012578233,10.429384,2.3524256,0.18503475,0.88113207,0.692303,0.32773733,1.7316041,3.0056863
443,PS,0.002851854,0.012659739,10.3320055,2.1839201,0.18329342,0.86961335,0.431733,0.3126304,1.7201983,3.1671073
444,PS,0.002872051,0.012388106,10.486021,1.9479469,0.18678842,0.8887273,0.63564116,0.29867932,1.788852,2.9018097
445,PU,0.006762872,0.040084712,9.79514,12.650558,0.17448911,0.86295813,0.21575573,1.2528646,1.2035801,3.277001
446,PU,0.007470275,0.053370368,8.195077,15.325409,0.14297348,0.8484201,0.20025843,1.4972718,1.0590627,3.4125323
447,PU,0.0072184,0.050718717,8.486168,14.96075,0.14798729,0.8503168,0.1849466,1.4641097,1.0893941,3.39583
448,PU,0.007415581,0.048073944,8.797602,14.62144,0.15428059,0.8532579,0.3063797,1.4343264,1.116751,3.368175
449,PU,0.007664389,0.053093217,8.246093,15.450178,0.14311461,0.8458432,0.49595803,1.5105921,1.0449224,3.4496012
450,PU,0.006824139,0.041058473,9.756323,13.329318,0.17108196,0.8624334,0.3893745,1.3186467,1.2359904,3.2771432
451,PU,0.007097625,0.044291254,9.2978115,14.012573,0.1633997,0.85874736,0.22607966,1.3799479,1.1929853,3.3112414
452,PU,0.007334985,0.05042935,8.523847,14.867719,0.14884391,0.85081047,0.21033908,1.4553151,1.0787522,3.3903518
453,PU,0.007420182,0.0475414,8.856618,14.33716,0.15618946,0.8559037,0.1930511,1.4064896,1.107745,3.33444
454,PU,0.007250049,0.048228562,8.787457,14.395816,0.153917,0.853709,0.38000065,1.4117268,1.099454,3.3598287
455,PU,0.006712687,0.040382642,9.777427,12.508222,0.17571144,0.8640953,0.39470598,1.2390455,1.2469105,3.265044
456,PU,0.0073646,0.04717069,8.864112,14.437991,0.15697055,0.849598,0.5073216,1.4172306,1.1062328,3.4264402
457,PU,0.006797969,0.044145428,9.212074,13.5420065,0.1650782,0.8597026,0.1904057,1.3326495,1.1646472,3.3014796
458,PU,0.007462015,0.047947064,8.845882,14.608486,0.15573174,0.8589745,0.19455343,1.433164,1.1252725,3.2922182
459,PU,0.006619191,0.03874616,10.0532255,12.443654,0.17973307,0.86493486,0.34744743,1.2363408,1.2510841,3.261237
460,PU,0.007276183,0.043584414,9.465756,13.603381,0.1663266,0.8636812,0.22641437,1.3414505,1.1716112,3.2493234
461,PU,0.007592334,0.05115233,8.449302,14.849944,0.14741975,0.85013855,0.39876753,1.4532373,1.0572343,3.3971043
462,PU,0.007538681,0.050813723,8.460983,14.751985,0.1483863,0.8534497,0.25751024,1.443372,1.0699911,3.3515108
463,PU,0.00666458,0.038027838,10.174355,12.138575,0.18229643,0.87067944,0.2770326,1.2083836,1.2795573,3.1898875
464,PU,0.006534782,0.037045673,10.332097,11.926983,0.18496503,0.86976284,0.5185023,1.1904523,1.2962646,3.2085295
465,PU,0.007801135,0.046138026,9.1001835,14.059349,0.16079593,0.86236864,0.39115644,1.3822724,1.135383,3.255221
466,PU,0.007103629,0.04716306,8.894115,14.26422,1.1787539,0.85193187,0.22827335,1.3998264,1.1088789,3.3735595
467,PU,0.007990306,0.045671117,9.02301,13.033698,0.16241446,0.8654081,0.38349298,1.2810165,1.1219208,3.2159967
468,PU,0.007327971,0.045470543,9.185253,14.102222,0.15985966,0.8532195,0.41893432,1.3875754,1.1453758,3.3809175
469,PU,0.007671352,0.048038624,8.814528,14.457773,0.15597665,0.85092914,0.21423197,1.4179572,1.113567,3.4064186
470,PU,0.006527557,0.034581315,10.820674,10.714703,0.1966295,0.86429596,0.2962291,1.0800521,1.3751557,3.3125906
471,PU,0.007080827,0.042956345,9.44906,13.670403,0.16944215,0.85787666,0.373812,1.3484151,1.2040203,3.3377357
472,PU,0.006973518,0.041731752,9.674984,13.204837,0.17201135,0.8690844,0.23826358,1.3054377,1.2246709,3.1890156
473,PU,0.006569204,0.034267418,10.8842745,10.559091,0.20035847,0.8730828,0.25808883,1.06604,1.3700768,3.2037492
474,PU,0.007409823,0.049112104,8.655684,14.512463,0.15415564,0.85742265,0.254646,1.4217207,1.1041337,3.3091593
475,PU,0.007181254,0.046331655,9.0074835,14.141088,0.15902363,0.8601808,0.2532741,1.3891448,1.1471285,3.2810435
476,PU,0.00699751,0.04414286,9.2500925,13.473148,0.16486356,0.86208,0.20089155,1.3264588,1.1753494,3.2688487
477,PU,0.007833784,0.045544125,9.191032,13.719643,0.16238567,0.85497177,0.21571544,1.3495055,1.1402473,3.36177
478,PU,0.006848013,0.04361079,9.326713,13.272804,0.1647225,0.85958004,0.3400214,1.308068,1.1506317,3.301779
479,PU,0.007011363,0.044718117,9.245109,14.071091,0.16280848,0.8561849,0.20653994,1.3848913,1.1539187,3.3456097
480,PU,0.006535892,0.039121572,10.037926,12.707097,0.17889938,0.8630415,0.2918127,1.2618053,1.2444345,3.2863922
481,PU,0.005260781,0.03740569,8.1449,20.887192,0.15662675,0.77876204,0.40987834,2.0687582,1.1617177,4.414475
482,PU,0.005064657,0.033159357,9.03074,20.642334,0.17095846,0.7795822,0.27604935,2.0524623,1.249902,4.4293876
483,PU,0.005026789,0.03309856,9.017607,20.497932,0.17110378,0.78075016,0.29334202,2.037143,1.2615129,4.413615
484,PU,0.004885898,0.03068488,9.611767,19.714552,0.18151759,0.78022313,0.28030473,1.9619286,1.334724,4.441206
485,PU,0.007328885,0.048225064,8.757841,14.383646,0.15556417,0.85809094,0.19910797,1.4100105,1.1057143,3.3039613
486,PU,0.007291987,0.048349675,8.726949,14.473014,0.15322115,0.85142565,0.37909144,1.4187584,1.0853101,3.3910465
487,PU,0.00712968,0.046119396,9.006126,13.998239,0.15810929,0.85412556,0.40291148,1.3751976,1.1159475,3.3634105
488,PU,0.007574604,0.049544953,8.610532,14.834531,0.15256578,0.8507536,0.19296642,1.4529774,1.1038135,3.400225
489,PU,0.007244516,0.04735355,8.85371,14.212447,0.1554683,0.8527574,0.2578985,1.3944635,1.1189302,3.3771558
490,PVC,0.00329544,0.06031554,2.4788148,25.221231,0.048836254,0.722407,0.1556995,2.503368,0.5196843,5.1001806
491,PVC,0.003393256,0.074385926,2.0513413,25.908037,0.0416468,0.71380514,0.12967965,2.5794394,0.44851914,5.2097425
492,PVC,0.003378573,0.066643246,2.31282,25.614836,0.04618319,0.7092742,0.1391725,2.5473802,0.49444494,5.277025
493,PVC,0.004266189,0.08358825,1.8146014,25.905045,0.03820457,0.7265537,0.118591696,2.5780768,0.41240475,5.0436215
494,PVC,0.003962143,0.071764685,2.1567872,25.853024,0.043422893,0.70894283,0.14166898,2.5738013,0.4693652,5.278376
495,PVC,0.003579632,0.08405664,1.8127135,25.91011,0.038369868,0.72261745,0.11486912,2.5785863,0.4174905,5.0940633
496,PVC,0.003578948,0.085640706,1.7955312,26.068407,0.037446965,0.7233342,0.13409816,2.5970318,0.41089228,5.0852656
497,PVC,0.003283582,0.056101736,2.8072655,25.041327,0.053984903,0.6881273,0.16790858,2.4842372,0.58941734,5.615314
498,PVC,0.003707225,0.089049175,1.7482685,26.186512,0.036378134,0.7194805,0.11078738,2.6107664,0.40795213,5.1345787
499,PVC,0.003720751,0.08685388,1.79121,26.31835,0.037483282,0.7063305,0.11611777,2.6263988,0.42521518,5.310688
500,PVC,0.003475485,0.059943393,2.5764494,24.797888,0.05176507,0.7009638,0.18594746,2.4560323,0.57955414,5.409484
501,PVC,0.003258597,0.062720545,2.4056535,25.416538,0.04744666,0.71514213,0.15635525,2.5251977,0.5023367,5.1969905
502,PVC,0.003646627,0.060288433,2.5763175,24.769222,0.051693626,0.6992149,0.17972122,2.4527323,0.56373584,5.4362917
503,PVC,0.003572481,0.07828742,2.0527365,26.287374,0.040659755,0.6903437,0.12636268,2.6235657,0.46294266,5.5649643
504,PVC,0.003866842,0.09398935,1.6744835,26.166517,0.034691885,0.72345984,0.10856438,2.6082377,0.3885259,5.0840735
505,PVC,0.003596685,0.0780558,2.0033534,25.182852,0.041492973,0.72220665,0.12683347,2.4978745,0.45192045,5.102595
506,PVC,0.00378518,0.07343572,2.1265776,25.92411,0.043335717,0.69657683,0.16807,2.5818565,0.48212826,5.4664483
507,PVC,0.003951075,0.101043716,1.5263293,26.114983,0.033153787,0.7238009,0.20857576,2.601457,0.37690634,5.079622
508,PVC,0.004038779,0.099424124,1.5497149,26.098919,0.033923075,0.7219853,0.103184335,2.5995674,0.38592494,5.1029058
509,PVC,0.004029514,0.096188106,1.5933642,26.256084,0.03479266,0.72167665,0.10569552,2.618857,0.39399937,5.107842
510,PVC,0.003604961,0.083080366,1.8482567,26.075367,0.039145876,0.7085347,0.12471718,2.5980456,0.43690848,5.2810903
511,PVC,0.003671046,0.08096096,1.9078085,26.083235,0.039890263,0.7078843,0.118848294,2.5992162,0.444365,5.291385
512,PVC,0.003711109,0.08632825,1.7939284,26.302446,0.035803337,0.7206312,0.11478307,2.6245143,0.3942329,5.114866
513,PVC,0.003526486,0.07465276,2.0929883,25.697973,0.042974755,0.70377797,0.12682581,2.5556114,0.48020467,5.355248
514,PVC,0.00391064,0.07145142,2.206277,25.365646,0.045191776,0.706852,0.14141206,2.518781,0.5034194,5.314684
515,PVC,0.003632014,0.07009413,2.2714784,25.395124,0.046006616,0.7069049,0.13439842,2.5222504,0.51220256,5.315243
516,PVC,0.003914886,0.08803478,1.8688066,25.021101,0.038274176,0.72797096,0.12761022,2.4789915,0.4316893,5.0247087
517,PVC,0.003631905,0.091737114,1.7406267,26.041063,0.036347687,0.7236933,0.34666854,2.593611,0.40608558,5.081657
518,PVC,0.003533881,0.07092099,2.2120018,25.496737,0.045341548,0.70265406,0.13616341,2.5334191,0.49835375,5.3746586
519,PVC,0.003363773,0.06628351,2.359547,25.236834,0.04850757,0.7037686,0.14422883,2.5046573,0.5499703,5.363671
520,PVC,0.003577859,0.07921819,1.9844373,26.14151,0.041035585,0.7125807,0.35176745,2.6066139,0.45105815,5.228595
521,PVC,0.003807812,0.08892072,1.7757236,25.998539,0.03712109,0.71905166,0.36196747,2.589009,0.41206095,5.1400523
522,PVC,0.003828319,0.07189031,2.2018015,25.379622,0.045132834,0.70557314,0.34998745,2.52048,0.4980539,5.331688
523,PVC,0.003704417,0.07647344,2.0480704,25.933424,0.04051424,0.71657056,0.13990447,2.582337,0.44382563,5.172151
524,PVC,0.003472932,0.06628916,2.35226,25.315987,0.048131354,0.7052266,0.23210947,2.51384,0.5212081,5.3401437
525,PVC,0.003651802,0.08727593,1.8108428,26.07364,0.037504565,0.7107792,0.11299836,2.597428,0.42709002,5.24894
526,PVC,0.00423127,0.056457017,3.5750015,29.01827,0.07581672,0.6880867,0.172837,2.9524562,0.75245726,5.642651
527,PVC,0.004281671,0.055126783,3.6338413,28.395412,0.07823945,0.705478,0.17684169,2.8775454,0.7605749,5.3643723
528,PVC,0.004268975,0.051152587,3.9416928,28.237967,0.08339502,0.7033027,0.18752603,2.8606546,0.7985047,5.405293
529,PVC,0.004663859,0.049645178,4.0626616,27.951908,0.08605109,0.7148032,0.17905532,2.82718,0.8096594,5.235836
530,PVC,0.003493611,0.07292839,2.1430125,25.69124,0.04232867,0.71523297,0.35484555,2.5554438,0.46846285,5.1913753
531,PVC,0.0033696,0.07249336,2.1711771,25.694841,0.042764533,0.7102442,0.18622524,2.5560136,0.47010845,5.261693
532,PVC,0.003553626,0.06634361,2.301524,24.917711,0.045960795,0.71414834,0.13690771,2.468715,0.493824,5.2087407
533,PVC,0.003859268,0.09309403,1.6640995,26.34108,0.0342235,0.7254952,0.11229975,2.628849,0.38293046,5.056265
534,PVC,0.003652096,0.069209345,2.2014568,25.404625,0.04441593,0.7082699,0.1625953,2.52316,0.48562965,5.2886095
535,RUBBER,0.003963507,0.01046943,24.153908,-4.0898724,0.4031092,1.0164932,0.73437136,0.19954138,2.0317922,2.0160804
536,RUBBER,0.003934328,0.010734197,24.10102,-3.7849479,0.40036687,0.9902966,0.87199026,0.21194454,2.0588233,2.310566
537,RUBBER,0.003919253,0.010543065,24.566763,-3.3578637,0.39965788,0.9975285,0.69716245,0.24187653,2.05258,2.2109792
538,RUBBER,0.004105505,0.010781948,24.291338,-3.4509726,0.39634278,1.0020071,0.53780264,0.23096472,2.0226626,2.147881
539,RUBBER,0.003988994,0.010824359,24.23508,-3.3401654,0.39686477,0.9854895,0.7098117,0.23406953,2.0916195,2.348688
540,RUBBER,0.0040969,0.010740901,24.296501,-3.222583,0.40110508,0.99931514,0.5979973,0.24175498,2.0371654,2.208334
541,RUBBER,0.004019158,0.010863624,24.124031,-3.7422404,0.3968992,0.9870399,0.6772313,0.21283732,2.0704951,2.332331
